line_id,pattern,year,annual_tmean_c,jas_tmean_c,cdd24,hdd18,n_days
北山二回（454）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
北山五回（458）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
北山四回（457）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
北清一回(459),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
北清二回(461),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
医专一回（476）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
双走线（451）,Pattern 1,2021,16.23849315022769,25.132608683212943,180.74999809265137,1591.0999997854233,365
双龙线（455）,Pattern 2,2021,16.23849315022769,25.132608683212943,180.74999809265137,1591.0999997854233,365
古化线(456),Pattern 1,2021,17.05931507528645,26.0016304721003,260.20000648498535,1431.5000009536743,365
古国线(462),Pattern 1,2021,17.05931507528645,26.0016304721003,260.20000648498535,1431.5000009536743,365
古沙线(454),Pattern 2,2021,17.05931507528645,26.0016304721003,260.20000648498535,1431.5000009536743,365
古瑞二回(464),Pattern 1,2021,17.05931507528645,26.0016304721003,260.20000648498535,1431.5000009536743,365
古瑞线(455),Pattern 1,2021,17.05931507528645,26.0016304721003,260.20000648498535,1431.5000009536743,365
古铁线(458),Pattern 2,2021,17.05931507528645,26.0016304721003,260.20000648498535,1431.5000009536743,365
后关线（461）,Pattern 1,2021,16.718082177557356,25.578804285629936,218.99999809265137,1489.9000051915646,365
后桥线（455）,Pattern 2,2021,15.069452081477806,23.71684787584388,74.20000076293944,1804.7500020861626,365
后紫线（462）,Pattern 1,2021,15.400821914738172,24.058695710223652,96.9000015258789,1736.1000064611435,365
后铁线（454）,Pattern 1,2021,17.08616434482679,25.907608591991924,251.54999923706055,1411.4000049829483,365
周医一回(464),Pattern 1,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
周医二回(468),Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
周家坝一回(456),Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
周柳线(452),Pattern 1,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
周铁一回(459),Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
壤杨线（456）,Pattern 2,2021,17.628493108488108,26.6874999585359,335.6499938964844,1329.5500066280365,365
壤武线（453）,Pattern 2,2021,17.05931507528645,26.0016304721003,260.20000648498535,1431.5000009536743,365
壤武线（457）,Pattern 2,2021,17.05931507528645,26.0016304721003,260.20000648498535,1431.5000009536743,365
壤渡线（454）,Pattern 1,2021,17.628493108488108,26.6874999585359,335.6499938964844,1329.5500066280365,365
壤电线（458）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
大三一回（456）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
大三二回（478）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
大医线（453）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
大周线(451),Pattern 2,2021,17.948219172268697,27.057608666627303,386.1499996185303,1285.0000044107437,365
大安二回（459）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
大安线（461）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
大新二回（467）,Pattern 1,2021,18.366027449908323,27.463587056035582,428.95001220703125,1192.1999914646149,365
大桥一回（466）,Pattern 2,2021,18.366027449908323,27.463587056035582,428.95001220703125,1192.1999914646149,365
大桥三回（455）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
大桥二回（462）,Pattern 2,2021,16.34109589539162,25.189130347707998,185.19999885559082,1561.7999897897243,365
大桥四回（468）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
大铁线（469）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
大高线（477）,Pattern 1,2021,18.366027449908323,27.463587056035582,428.95001220703125,1192.1999914646149,365
太九一回（464）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太九二回（469）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太九线（459）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太双一回（467）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太双三回（463）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太双二回（462）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太塘一回（468）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太塘二回（471）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太山一回（466）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太山二回（456）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太水一回（461）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太水二回（455）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太福二回（472）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太禾线（458）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
太金线（457）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
宁凉线（457）,Pattern 1,2021,16.590137020284182,25.5021739628004,210.850004196167,1519.2499948441982,365
小周线(452),Pattern 1,2021,17.948219172268697,27.057608666627303,386.1499996185303,1285.0000044107437,365
平升一回（455）,Pattern 1,2021,17.341643909395557,26.27880455100018,291.9000129699707,1377.7999978661537,365
平升二回（459）,Pattern 1,2021,16.896849299375326,25.82880436855814,244.40000343322754,1465.3500026762486,365
平登线（458）,Pattern 1,2021,16.896849299375326,25.82880436855814,244.40000343322754,1465.3500026762486,365
平贝线（456）,Pattern 1,2021,16.896849299375326,25.82880436855814,244.40000343322754,1465.3500026762486,365
平铁线（457）,Pattern 2,2021,16.896849299375326,25.82880436855814,244.40000343322754,1465.3500026762486,365
映周线(451),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
映天一回(455),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
映天三回(466),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
映天二回(468),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
映平线（453）,Pattern 1,2021,16.896849299375326,25.82880436855814,244.40000343322754,1465.3500026762486,365
映水线(472),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
映流三回(454),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
映流二回(473),Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
映流线(453),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
映申线(474),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
映登线(452),Pattern 1,2021,16.896849299375326,25.82880436855814,244.40000343322754,1465.3500026762486,365
映祥线(471),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
映龙二回(469),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
未来城一回（459）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
未来城二回（477）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
枇杷坪一回(457),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
枇杷坪七回(468),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
枇杷坪三回(465),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
枇杷坪二回(458),Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
枇杷坪六回(467),Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
枇杷坪四回(464),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
枇海线(456),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
枇滨线(463),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
枇睿线(462),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
枇附线(455),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
桥高三回（473）,Pattern 1,2021,16.896849299375326,25.82880436855814,244.40000343322754,1465.3500026762486,365
桥高二回（472）,Pattern 1,2021,16.896849299375326,25.82880436855814,244.40000343322754,1465.3500026762486,365
武陵一回（456）,Pattern 2,2021,16.94178082338751,25.90326101883598,249.20001220703125,1451.250005185604,365
武黄线（455）,Pattern 2,2021,16.953561657340558,25.91630436026532,251.6500072479248,1451.500001937151,365
江万线（484）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江东线（445）,Pattern 1,2021,16.34109589539162,25.189130347707998,185.19999885559082,1561.7999897897243,365
江体一回（465）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江体二回（466）,Pattern 3,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江山一回（458）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江山二回（476）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江恒线（456）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江星线（486）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江泉一回（456）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江泉一回（478）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江牌线（464）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江电线（474）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江盐线(463),Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江科一回（457）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江科三回（482）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江移线（467）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江维二回（473）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江观三回（479）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江观二回（454）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江观线（462）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江越线（475）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江都线（481）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
江高线（461）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
油小线（466）,Pattern 1,2021,18.366027449908323,27.463587056035582,428.95001220703125,1192.1999914646149,365
油新一回（482）,Pattern 2,2021,18.366027449908323,27.463587056035582,428.95001220703125,1192.1999914646149,365
油沙一回（472）,Pattern 1,2021,18.366027449908323,27.463587056035582,428.95001220703125,1192.1999914646149,365
油沙二回487,Pattern 2,2021,18.366027449908323,27.463587056035582,428.95001220703125,1192.1999914646149,365
油源线（469）,Pattern 2,2021,18.366027449908323,27.463587056035582,428.95001220703125,1192.1999914646149,365
油玉线（478）,Pattern 1,2021,14.99136985932311,23.63423911384914,68.20000457763672,1818.4999979138374,365
油盐线（479）,Pattern 1,2021,14.99136985932311,23.63423911384914,68.20000457763672,1818.4999979138374,365
油茨一回（467）,Pattern 2,2021,14.802191807880794,23.495652198791504,60.74999046325684,1867.749998897314,365
油茨二回（481）,Pattern 1,2021,14.802191807880794,23.495652198791504,60.74999046325684,1867.749998897314,365
油铁一回（483）,Pattern 1,2021,18.366027449908323,27.463587056035582,428.95001220703125,1192.1999914646149,365
油铁二回（471）,Pattern 1,2021,18.366027449908323,27.463587056035582,428.95001220703125,1192.1999914646149,365
油高线（473）,Pattern 1,2021,14.99136985932311,23.63423911384914,68.20000457763672,1818.4999979138374,365
清云一回（476）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清医一回（451）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清寰线（466）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清永线（468）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清沙线（455）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清泉一回（453）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清泉三回（477）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清泉二回（452）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清泉五回（467）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清泉六回（472）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清泉四回（478）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清牌一回（474）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清瑞线（454）,Pattern 3,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清电线（458）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清胜线（459）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清达三回（465）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清达二回（469）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
清鑫线（466）,Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
瀼河线（457）,Pattern 2,2021,17.628493108488108,26.6874999585359,335.6499938964844,1329.5500066280365,365
熊园一回(453),Pattern 1,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
熊园二回(467),Pattern 1,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
熊家一回(465),Pattern 1,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
熊家二回(466),Pattern 2,2021,17.948219172268697,27.057608666627303,386.1499996185303,1285.0000044107437,365
熊铁一回(456),Pattern 1,2021,17.948219172268697,27.057608666627303,386.1499996185303,1285.0000044107437,365
申凤线(464),Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申化线(451),Pattern 1,2021,14.609178104629255,23.15869561485622,48.54999923706054,1895.7000005841255,365
申叶线(459),Pattern 3,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申周线(457),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
申园二回(463),Pattern 1,2021,14.609178104629255,23.15869561485622,48.54999923706054,1895.7000005841255,365
申园线(487),Pattern 1,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申城线(468),Pattern 1,2021,14.609178104629255,23.15869561485622,48.54999923706054,1895.7000005841255,365
申大线(469）,Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申安一回(483),Pattern 1,2021,14.609178104629255,23.15869561485622,48.54999923706054,1895.7000005841255,365
申安二回(478),Pattern 1,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申明线(458),Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申污线(488),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
申湖线(455),Pattern 2,2021,14.609178104629255,23.15869561485622,48.54999923706054,1895.7000005841255,365
申玉线(467),Pattern 2,2021,16.896849299375326,25.82880436855814,244.40000343322754,1465.3500026762486,365
申筑一回(474),Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申筑二回(456),Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申纺一回(482),Pattern 1,2021,14.609178104629255,23.15869561485622,48.54999923706054,1895.7000005841255,365
申纺三回(479),Pattern 1,2021,14.609178104629255,23.15869561485622,48.54999923706054,1895.7000005841255,365
申纺二回(481),Pattern 1,2021,14.609178104629255,23.15869561485622,48.54999923706054,1895.7000005841255,365
申萃一回(477),Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申萃二回(462),Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申运线(486),Pattern 2,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
申铁一回(461),Pattern 3,2021,14.609178104629255,23.15869561485622,48.54999923706054,1895.7000005841255,365
申铁二回(465),Pattern 1,2021,14.609178104629255,23.15869561485622,48.54999923706054,1895.7000005841255,365
申飞一回（471),Pattern 2,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
申飞二回(473),Pattern 1,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
白双线（457）,Pattern 1,2021,16.16287674642589,25.064673900604248,173.3499984741211,1606.4499986171722,365
白土线（454）,Pattern 1,2021,14.41150681670398,22.994021747423254,39.14999961853027,1939.3000061810017,365
白地线（453）,Pattern 3,2021,15.107123281367837,23.905434732851774,86.3000030517578,1812.7499950528145,365
白大线（459）,Pattern 1,2021,16.16287674642589,25.064673900604248,173.3499984741211,1606.4499986171722,365
白太线（456）,Pattern 1,2021,14.87835618053397,23.519565333490785,63.40000724792479,1844.7000066936016,365
白恒一回（458）,Pattern 1,2021,14.479452089087603,23.14293496505074,41.84999656677246,1934.9499996900558,365
白普线（455）,Pattern 3,2021,14.41150681670398,22.994021747423254,39.14999961853027,1939.3000061810017,365
白石线（455）,Pattern 2,2021,16.16287674642589,25.064673900604248,173.3499984741211,1606.4499986171722,365
白羊线（453）,Pattern 2,2021,16.16287674642589,25.064673900604248,173.3499984741211,1606.4499986171722,365
相化线（321）,Pattern 1,2021,17.61246575460042,26.708695660466734,335.7000026702881,1339.999998807907,365
相安线（453）,Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
相思线（451）,Pattern 1,2021,17.61246575460042,26.708695660466734,335.7000026702881,1339.999998807907,365
相柱线（454）,Pattern 1,2021,17.61246575460042,26.708695660466734,335.7000026702881,1339.999998807907,365
相鹿线（452）,Pattern 1,2021,17.61246575460042,26.708695660466734,335.7000026702881,1339.999998807907,365
立苇一回（451）,Pattern 1,2021,14.802191807880794,23.495652198791504,60.74999046325684,1867.749998897314,365
立苇三回（453）,Pattern 2,2021,16.34109589539162,25.189130347707998,185.19999885559082,1561.7999897897243,365
立苇二回（452）,Pattern 2,2021,16.34109589539162,25.189130347707998,185.19999885559082,1561.7999897897243,365
红沙一回(459),Pattern 1,2021,18.47273972001794,27.658152082692023,457.79999351501465,1189.800000667572,365
红沙二回(461),Pattern 2,2021,17.948219172268697,27.057608666627303,386.1499996185303,1285.0000044107437,365
罗中线（459）,Pattern 3,2021,15.323424676183151,24.121739263119906,96.9000072479248,1765.350008070469,365
罗田线（451）,Pattern 1,2021,13.621643796522324,22.158152082692023,14.349996566772468,2111.750000536442,365
罗电线（456),Pattern 3,2021,13.621643796522324,22.158152082692023,14.349996566772468,2111.750000536442,365
罗铁线（322）,Pattern 1,2021,13.621643796522324,22.158152082692023,14.349996566772468,2111.750000536442,365
罗马线（458）,Pattern 2,2021,13.621643796522324,22.158152082692023,14.349996566772468,2111.750000536442,365
腾高二回（474）,Pattern 1,2021,17.61246575460042,26.708695660466734,335.7000026702881,1339.999998807907,365
走中线（454）,Pattern 1,2021,15.722876693614541,24.517934840658437,127.85000419616698,1680.1500068306923,365
走马线（453）,Pattern 1,2021,14.99136985932311,23.63423911384914,68.20000457763672,1818.4999979138374,365
赶场线（452）,Pattern 1,2021,16.477808252752645,25.44999997512154,208.9500102996826,1554.0999972820282,365
重啤线（466）,Pattern 1,2021,16.34109589539162,25.189130347707998,185.19999885559082,1561.7999897897243,365
金管一回（466）,Pattern 1,2021,17.61246575460042,26.708695660466734,335.7000026702881,1339.999998807907,365
金管三回（463）,Pattern 1,2021,17.61246575460042,26.708695660466734,335.7000026702881,1339.999998807907,365
金管二回（465）,Pattern 1,2021,17.61246575460042,26.708695660466734,335.7000026702881,1339.999998807907,365
钢厂三回（456）,Pattern 1,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
钢厂二回（455）,Pattern 1,2021,17.224931526673984,26.186413060063902,282.39999771118164,1402.7000015377998,365
