row,col,x,y,lon,lat,built_up_share_pct,natural_green_share_pct,elevation_m,population_density_people_km2,residential_share_pct,nearest_industrial_distance_km,ndvi_p50
4,63,550500.0,3427500.0,108.52858992022288,30.96758171149966,0.029425498,95.92153,521.87744140625,114.07874,0.0,8.278052,0.5561262
5,45,532500.0,3426500.0,108.34015324607459,30.959195560094233,1.342937,84.63881,575.88720703125,157.77176,0.0,6.868706,0.6420451
5,46,533500.0,3426500.0,108.35061933657711,30.959167589953186,1.2908455,91.74503,758.4566650390625,137.64786,0.0,6.4853554,0.62018263
5,47,534500.0,3426500.0,108.3610854122415,30.959138772280028,5.254012,82.03004,720.5633544921875,105.67476,0.0,5.981436,0.5765148
5,48,535500.0,3426500.0,108.37155147262484,30.95910910707905,5.587501,71.14319,701.7344970703125,129.94736,0.0,5.5096984,0.59121215
5,49,536500.0,3426500.0,108.3820175172843,30.959078594354658,1.4960825,85.0806,712.4661865234375,142.2318,0.0,5.0780883,0.63819206
5,50,537500.0,3426500.0,108.39248354577697,30.959047234111406,0.0,96.48725,788.8201904296875,122.07302,0.0,4.4723573,0.6613171
5,51,538500.0,3426500.0,108.40294955765998,30.959015026353967,0.0588535,99.731224,887.7387084960938,87.134346,0.0,3.9839523,0.6582222
5,52,539500.0,3426500.0,108.41341555249048,30.958981971087134,0.0,100.0,1006.9111328125,78.5188,0.0,3.7069898,0.6050128
5,53,540500.0,3426500.0,108.42388152982558,30.958948068315824,0.0,99.992645,1063.2901611328125,73.00181,0.0,3.6636717,0.60857975
5,54,541500.0,3426500.0,108.43434748922245,30.95891331804507,0.0,100.0,1024.846435546875,64.72008,0.0,3.6893997,0.6749226
5,55,542500.0,3426500.0,108.44481343023821,30.958877720280082,0.0,100.0,922.0048217773438,63.18689,0.0,3.9346623,0.68265206
5,56,543500.0,3426500.0,108.45527935243001,30.95884127502614,0.4561234,96.35101,879.9547729492188,69.647835,0.0,4.3990297,0.59989864
5,57,544500.0,3426500.0,108.46574525535503,30.958803982288654,0.52969396,99.19075,783.4325561523438,89.21754,0.0,5.022087,0.62427336
5,58,545500.0,3426500.0,108.47621113857042,30.958765842073216,0.33646718,99.210205,697.6016235351562,104.91185,0.0,5.7525,0.658618
5,59,546500.0,3426500.0,108.48667700163334,30.95872685438547,0.25015813,99.379005,607.6422119140625,94.70132,0.0,6.554476,0.6614092
5,60,547500.0,3426500.0,108.49714284410095,30.95868701923125,0.10796901,99.70884,614.2809448242188,103.719315,0.0,7.404799,0.67587036
5,61,548500.0,3426500.0,108.50760866553044,30.958646336616464,0.5710706,98.3715,470.0940856933594,122.84773,0.0,8.288604,0.61019224
5,62,549500.0,3426500.0,108.518074465479,30.95860480654718,0.5812046,98.76207,347.9875793457031,118.89922,0.0,7.827454,0.6082654
5,63,550500.0,3426500.0,108.5285402435038,30.958562429029573,0.35313863,92.84731,458.7437438964844,149.1792,0.0,7.0609875,0.5802499
5,64,551500.0,3426500.0,108.53900599916203,30.95851920406995,1.0368636,96.27655,484.7109069824219,155.10164,0.0,6.967815,0.58406836
6,45,532500.0,3425500.0,108.34012128890453,30.950176040220676,1.3107069,86.14839,622.5928955078125,168.85184,0.21403176,5.989949,0.6431775
6,46,533500.0,3425500.0,108.35058639617318,30.95014808000774,6.6292243,78.85471,821.3619995117188,143.59917,8.552586,5.546263,0.56961083
6,47,534500.0,3425500.0,108.36105148860952,30.95011927256352,5.406837,89.29411,881.8705444335938,106.380066,6.113343,5.1656394,0.5763135
6,48,535500.0,3425500.0,108.37151656577078,30.950089617892303,0.19553974,97.41233,840.2256469726562,85.543106,0.9168539,4.6111856,0.667817
6,49,536500.0,3425500.0,108.38198162721426,30.950059115998506,0.0,99.9467,889.5010375976562,86.522385,0.0,4.1678705,0.67517066
6,50,537500.0,3425500.0,108.39244667249729,30.950027766886677,0.0,100.0,1031.40966796875,86.00055,0.0,3.6979232,0.6346788
