line_name,date,year,month,day_of_year,weekday,pattern,observed_kwh,observed_mwh_per_day,log1p_kwh,tas_c_mean_7d,pred_target,pred_log1p_kwh,predicted_kwh,predicted_mwh_per_day,base_value,explanation_model,target
古瑞二回(464),2024-04-27,2024,4,118,5,Pattern 1,6261.85763972255,6.26185763972255,8.742391851901841,19.078571319580078,8.414553231282405,8.414553231282405,4511.259168170541,4.5112591681705405,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙相二回（472）,2024-08-10,2024,8,223,5,Pattern 1,19366.26186503535,19.36626186503535,9.871339386833995,29.94285719735282,9.794325236688618,9.794325236688618,17930.69751505433,17.93069751505433,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江移线（467）,2024-07-27,2024,7,209,5,Pattern 1,23522.24927484018,23.522249274840178,10.065744541911291,32.22857175554548,10.114094554513061,10.114094554513061,24687.54264598465,24.68754264598465,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
壤渡线（454）,2024-07-21,2024,7,203,6,Pattern 1,12434.64516377396,12.43464516377396,9.428322237784595,28.828571319580078,9.584641646508208,9.584641646508208,14538.751301543894,14.538751301543895,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
油铁二回（471）,2024-01-18,2024,1,18,3,Pattern 1,503.6607862995166,0.5036607862995166,6.223886493278935,9.457143034253802,6.061282351564435,6.061282351564435,427.9251171372654,0.4279251171372654,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
古化线(456),2024-03-15,2024,3,75,4,Pattern 1,9442.48945326038,9.442489453260379,9.153080836309988,12.600000245230538,8.960280625962728,8.960280625962728,7786.542542193114,7.786542542193114,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
长天线（453）,2024-04-25,2024,4,116,3,Pattern 1,1002.350259549159,1.002350259549159,6.911099938915066,18.871428080967494,9.210449429573373,9.210449429573373,10000.090635441862,10.000090635441863,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
金管三回（463）,2024-03-13,2024,3,73,2,Pattern 1,35794.52678553099,35.794526785530984,10.48557821445704,12.57142870766776,10.024684174902259,10.024684174902259,22575.936941720745,22.575936941720744,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
油玉线（478）,2024-12-01,2024,12,336,6,Pattern 1,23203.87113162524,23.20387113162524,10.0521174981854,6.900000027247837,9.918651081567427,9.918651081567427,20304.58157291043,20.30458157291043,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
大新二回（467）,2024-05-15,2024,5,136,2,Pattern 1,10932.06286667667,10.93206286667667,9.299546767594178,23.28571401323591,9.377384518513468,9.377384518513468,11817.06436818684,11.817064368186841,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
双走线（451）,2024-03-30,2024,3,90,5,Pattern 1,999.603405984731,0.999603405984731,6.908358502990676,16.778571673801967,8.8317273784474,8.8317273784474,6847.105875184078,6.847105875184078,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙代线（451）,2024-07-20,2024,7,202,5,Pattern 1,4617.323645363505,4.617323645363506,8.43778707090685,24.664285932268417,6.7478888357125175,6.7478888357125175,851.2576061048329,0.8512576061048329,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五友线（488）,2024-03-22,2024,3,82,4,Pattern 1,10845.3636718959,10.8453636718959,9.291585157347436,14.071428435189384,8.281111712333484,8.281111712333484,3947.5816297472857,3.947581629747286,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
周医一回(464),2024-09-14,2024,9,258,5,Pattern 1,200.7243287811986,0.2007243287811986,5.306902056333811,29.61428533281599,9.031542151903494,9.031542151903494,8361.746258068693,8.361746258068694,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
凉高线（453）,2024-04-17,2024,4,108,2,Pattern 1,16055.69848556558,16.05569848556558,9.683881392616986,16.671428407941544,8.988232804159903,8.988232804159903,8007.292162513566,8.007292162513567,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙相一回（451）,2024-07-01,2024,7,183,0,Pattern 1,14069.95732883773,14.06995732883773,9.55186818822291,24.357142857142858,8.590072899576645,8.590072899576645,5377.005715460896,5.3770057154608955,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五联二回（471）,2024-01-22,2024,1,22,0,Pattern 1,69463.05059889768,69.46305059889768,11.14856464015922,6.221428564616612,10.516388835758294,10.516388835758294,36914.57529762629,36.914575297626286,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
映平线（453）,2024-08-24,2024,8,237,5,Pattern 1,64853.73010507757,64.85373010507757,11.079905126253163,29.90714263916016,11.162847084593974,11.162847084593974,70462.28581656623,70.46228581656624,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五药线（456）,2024-11-10,2024,11,315,6,Pattern 1,7859.10825448462,7.85910825448462,8.969555658163602,15.614285605294365,9.968892166625201,9.968892166625201,21350.81798652382,21.35081798652382,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙腾一回（477),2024-04-01,2024,4,92,0,Pattern 1,16786.37663067476,16.78637663067476,9.728382491924357,19.764286041259766,9.408444565039924,9.408444565039924,12189.89407864916,12.18989407864916,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
枇杷坪六回(467),2024-01-16,2024,1,16,1,Pattern 1,7728.197181287963,7.728197181287963,8.952760278657236,10.80714293888637,9.239789883428937,9.239789883428937,10297.874366387276,10.297874366387276,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
古化线(456),2024-11-22,2024,11,327,4,Pattern 1,4847.717262651447,4.847717262651447,8.486469467022479,10.092857224600655,9.134355663140516,9.134355663140516,9267.30378766658,9.267303787666581,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
相化线（321）,2024-02-14,2024,2,45,2,Pattern 1,1611.030527965248,1.611030527965248,7.385249860830955,10.171428544180733,7.6473264009322115,7.6473264009322115,2094.036806489982,2.0940368064899824,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
后关线（461）,2024-12-05,2024,12,340,3,Pattern 1,1809.944223684947,1.809944223684947,7.501603658781267,9.492857319968087,9.612948585376897,9.612948585376897,14956.207734991278,14.956207734991278,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五水一回（441）,2024-01-24,2024,1,24,2,Pattern 1,200.4460495342555,0.20044604953425552,5.305521601289977,4.957142863954816,5.222365504113086,5.222365504113086,184.37216446173053,0.18437216446173055,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五陆线（459）,2024-10-20,2024,10,294,6,Pattern 1,29476.0,29.476,10.291365577217242,17.57142816271101,10.170166250398221,10.170166250398221,26111.41760300841,26.11141760300841,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
长坪线（457）,2024-12-08,2024,12,343,6,Pattern 1,8081.046117089722,8.081046117089722,8.997400351770334,8.821428639548165,8.605856921738507,8.605856921738507,5462.565741203349,5.462565741203349,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
钢厂三回（456）,2024-07-01,2024,7,183,0,Pattern 1,1309.345465445924,1.309345465445924,7.178046095509609,24.121428898402623,7.178210645119349,7.178210645119349,1309.5611000216936,1.3095611000216936,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
走马线（453）,2024-08-19,2024,8,232,0,Pattern 1,24546.0,24.546,10.10834492616302,25.285714285714285,9.952723782740934,9.952723782740934,21008.369476290067,21.008369476290067,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
熊园一回(453),2024-07-19,2024,7,201,4,Pattern 1,10198.20952509536,10.198209525095361,9.230065498729603,27.792857033865793,10.167751897506225,10.167751897506225,26048.4490567849,26.0484490567849,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
白大线（459）,2024-06-03,2024,6,155,0,Pattern 1,11066.0,11.066,9.311722986264785,19.535714285714285,8.769285785410984,8.769285785410984,6432.575869335696,6.432575869335696,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
凉风线（454）,2024-09-13,2024,9,257,4,Pattern 1,38084.87608336026,38.08487608336026,10.547598785912678,29.485714231218612,10.086911346681664,10.086911346681664,24025.46828092212,24.02546828092212,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五联一回（469）,2024-12-16,2024,12,351,0,Pattern 1,21318.20534271582,21.31820534271582,9.9673636047294,7.1214286259242465,11.193607814453948,11.193607814453948,72663.46935804909,72.66346935804908,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申城线(468),2024-02-21,2024,2,52,2,Pattern 1,16076.33520123368,16.07633520123368,9.68516580768335,7.750000161784036,9.450054685675592,9.450054685675592,12707.860237271374,12.707860237271374,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
油铁二回（471）,2024-03-16,2024,3,76,5,Pattern 1,609.7322384165668,0.6097322384165668,6.414658628121139,14.214285578046526,5.641488716371207,5.641488716371207,280.8820486865879,0.2808820486865879,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江观线（462）,2024-03-19,2024,3,79,1,Pattern 1,27006.32211048092,27.00632211048092,10.203863297498373,14.807142802647181,10.07924124035023,10.07924124035023,23841.88765590702,23.84188765590702,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
油沙一回（472）,2024-06-04,2024,6,156,1,Pattern 1,14091.9539906092,14.0919539906092,9.553430234488047,21.63571412222726,9.404956627259782,9.404956627259782,12147.44706791789,12.14744706791789,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
走马线（453）,2024-08-28,2024,8,241,2,Pattern 1,32192.0,32.192,10.379504316595238,27.86428587777274,10.193207624920015,10.193207624920015,26720.06874841263,26.72006874841263,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
重啤线（466）,2024-04-15,2024,4,106,0,Pattern 1,21730.0,21.73,9.986495091519735,15.635713985988072,9.114348232311418,9.114348232311418,9083.711569284862,9.083711569284862,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
古国线(462),2024-03-20,2024,3,80,2,Pattern 1,19219.01078370728,19.21901078370728,9.863707243591103,13.200000081743513,10.038008022513477,10.038008022513477,22878.761523454534,22.878761523454532,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
腾高二回（474）,2024-12-31,2024,12,366,1,Pattern 1,25310.15190678465,25.31015190678465,10.139000364427067,6.591651394705636,11.00402815072274,11.00402815072274,60114.81019417457,60.11481019417457,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
长电线（456）,2024-05-03,2024,5,124,4,Pattern 1,100.7152350362888,0.1007152350362888,4.622177095535049,17.128571101597377,6.790310421265344,6.790310421265344,888.1895423361747,0.8881895423361746,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
白土线（454）,2024-11-27,2024,11,332,2,Pattern 1,14910.76018071973,14.91076018071973,9.60990545449453,6.835714135851179,9.5180500690711,9.5180500690711,13602.060308186306,13.602060308186307,9.194655717770509,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
枇杷坪一回(457),2024-08-14,2024,8,227,2,Pattern 2,53499.91556994694,53.49991556994694,10.887454046194616,31.107142857142858,10.914449151847093,10.914449151847093,54963.849057200125,54.96384905720012,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
映天三回(466),2024-03-06,2024,3,66,2,Pattern 2,25583.08971069771,25.58308971069771,10.14972594158329,9.078571728297643,9.828548508440818,9.828548508440818,18555.00078991379,18.555000789913787,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江体一回（465）,2024-09-14,2024,9,258,5,Pattern 2,10925.18465297962,10.92518465297962,9.298917449140479,30.900000163487025,9.783163191408857,9.783163191408857,17731.65601711944,17.73165601711944,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙渝线（467）,2024-05-28,2024,5,149,1,Pattern 2,3921.890103956056,3.921890103956056,8.27458393255081,26.078571319580078,7.92446073021117,7.92446073021117,2763.0733722482964,2.7630733722482965,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
光明二回（453）,2024-08-11,2024,8,224,6,Pattern 2,22878.84803251688,22.878848032516878,10.038011803536225,29.69999967302595,10.3387814057541,10.3387814057541,30907.342360559032,30.90734236055903,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
映申线(474),2024-01-22,2024,1,22,0,Pattern 2,49680.1325537079,49.6801325537079,10.81338051332231,6.221428564616612,10.54534894701831,10.54534894701831,37999.28531684302,37.99928531684302,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
古沙线(454),2024-10-04,2024,10,278,4,Pattern 2,34429.69294712187,34.429692947121865,10.446703682389751,20.407142639160156,10.347955371564892,10.347955371564892,31192.19907167603,31.19219907167603,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
武陵一回（456）,2024-03-19,2024,3,79,1,Pattern 2,11649.63188913193,11.64963188913193,9.36311569693341,13.099999972752162,8.468654323517365,8.468654323517365,4762.101561181486,4.7621015611814865,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五龙二回（487）,2024-10-21,2024,10,295,0,Pattern 2,13350.21598802376,13.35021598802376,9.499362744925612,16.807142530168807,7.41809650808347,7.41809650808347,1664.8595377258282,1.6648595377258282,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
万滨一回（459）,2024-06-06,2024,6,158,3,Pattern 2,29639.80892045373,29.639808920453728,10.296907370550901,22.52857208251953,10.304249574415858,10.304249574415858,29858.23867892073,29.85823867892073,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
北山一回（453）,2024-02-05,2024,2,36,0,Pattern 2,43380.97490239594,43.380974902395934,10.677799308987664,4.5857142720903665,10.696185862207223,10.696185862207223,44185.998013775396,44.1859980137754,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五郦三回（483）,2024-07-14,2024,7,196,6,Pattern 2,7269.777075622185,7.269777075622185,8.891618452796495,27.72142846243722,7.861372608579559,7.861372608579559,2594.079960913896,2.594079960913896,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
映祥线(471),2024-06-03,2024,6,155,0,Pattern 2,6165.53768789748,6.16553768789748,8.726892806703491,22.650000163487025,8.686011132904435,8.686011132904435,5918.5228969825,5.9185228969825,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
北清一回(459),2024-01-21,2024,1,21,6,Pattern 2,18399.02874109954,18.399028741099542,9.820107505612137,7.0857142720903665,9.839552419983963,9.839552419983963,18760.316949892214,18.760316949892214,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
壤杨线（456）,2024-08-14,2024,8,227,2,Pattern 2,32124.81872327561,32.12481872327561,10.377415307422206,29.978571483067103,10.078818502101369,10.078818502101369,23831.810485484322,23.831810485484322,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五桥二回（479）,2024-03-06,2024,3,66,2,Pattern 2,26304.48296999322,26.30448296999322,10.177532674383858,6.799999850136893,10.365560810497206,10.365560810497206,31746.231716790036,31.746231716790035,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
大桥一回（466）,2024-07-25,2024,7,207,3,Pattern 2,76312.41517739269,76.31241517739268,11.242604023277698,31.28571346827916,10.894780952428684,10.894780952428684,53893.35133516084,53.893351335160844,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
映申线(474),2024-07-07,2024,7,189,6,Pattern 2,60135.46186574677,60.13546186574677,11.004371623181456,27.36428533281599,10.239385827854985,10.239385827854985,27982.933694693853,27.982933694693852,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江泉一回（456）,2024-06-10,2024,6,162,0,Pattern 2,4802.617421444222,4.802617421444221,8.477124542527438,23.192857469831193,7.837859116741066,7.837859116741066,2533.7723690352095,2.5337723690352094,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
北山二回（454）,2024-09-17,2024,9,261,1,Pattern 2,77408.32864932463,77.40832864932463,11.256862577500314,30.22857175554548,10.71949204003257,10.71949204003257,45227.92252390371,45.227922523903715,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
古沙线(454),2024-01-12,2024,1,12,4,Pattern 2,39821.0051316052,39.8210051316052,10.592174931237544,9.51428576878139,10.161231901427636,10.161231901427636,25879.1592352851,25.8791592352851,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申湖线(455),2024-03-31,2024,3,91,6,Pattern 2,10590.44029342412,10.590440293424122,9.267801434392375,15.442857197352819,11.463386911347243,11.463386911347243,95165.84671618915,95.16584671618915,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五长线（455）,2024-02-17,2024,2,48,5,Pattern 2,23731.73669425974,23.73173669425974,10.074610669129152,10.807143075125557,7.643423552579243,7.643423552579243,2085.876130838895,2.0858761308388947,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清泉五回（467）,2024-04-05,2024,4,96,4,Pattern 2,25623.69861691705,25.62369861691705,10.151311955080503,19.499999727521622,10.201017982279426,10.201017982279426,26929.586985436017,26.929586985436018,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
油新一回（482）,2024-07-11,2024,7,193,3,Pattern 2,22265.16736951005,22.26516736951005,10.010823647080219,27.63571466718401,8.767131502111285,8.767131502111285,6418.731042477095,6.418731042477095,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
长楼线（457）,2024-05-24,2024,5,145,4,Pattern 2,10462.0,10.462,9.255600503381046,20.014285496303014,6.252232945266951,6.252232945266951,518.1708113326781,0.5181708113326781,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
瀼河线（457）,2024-11-05,2024,11,310,1,Pattern 2,11630.77510926182,11.63077510926182,9.361495865788413,17.071428843906947,9.06635050280006,9.06635050280006,8657.965202599122,8.657965202599122,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙医二回（469）,2024-06-04,2024,6,156,1,Pattern 2,3749.988391966013,3.7499883919660126,8.22977465542661,20.64999989100865,7.922410231749798,7.922410231749798,2757.4114509156902,2.7574114509156904,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清泉六回（472）,2024-11-02,2024,11,307,5,Pattern 2,5762.684246957239,5.76268424695724,8.659332175424135,18.64285741533552,9.420169316685646,9.420169316685646,12333.670508453957,12.333670508453958,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
三高线（461）,2024-08-13,2024,8,226,1,Pattern 2,44169.25147167872,44.16925147167872,10.69580679784307,29.69285774230957,10.548327755184918,10.548327755184918,38112.64963853563,38.11264963853563,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
平铁线（457）,2024-07-06,2024,7,188,5,Pattern 2,16855.21422483289,16.85521422483289,9.732474664517698,25.46428598676409,8.505354819661756,8.505354819661756,4940.157130330308,4.9401571303303085,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江星线（486）,2024-05-20,2024,5,141,0,Pattern 2,22685.06085784602,22.685060857846018,10.029505955732247,24.53571401323591,9.753236825851474,9.753236825851474,17208.844020382592,17.208844020382593,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
北清二回(461),2024-05-07,2024,5,128,1,Pattern 2,4699.314322895326,4.699314322895326,8.45538466267374,19.092857224600657,8.255692763128335,8.255692763128335,3848.4777284366123,3.8484777284366123,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
红沙二回(461),2024-12-13,2024,12,348,4,Pattern 2,17907.0,17.907,9.793002819360856,7.621428694043841,9.796822653723769,9.796822653723769,17975.536409301414,17.975536409301416,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
罗马线（458）,2024-11-27,2024,11,332,2,Pattern 2,14854.61116267438,14.85461116267438,9.606132928933567,5.8785713740757535,9.019360083121015,9.019360083121015,8260.488723307788,8.260488723307787,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江维二回（473）,2024-10-08,2024,10,282,1,Pattern 2,15307.73962506981,15.307739625069809,9.636179161622836,19.214285169328964,9.090585312722794,9.090585312722794,8870.377062791102,8.870377062791102,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申周线(457),2024-05-03,2024,5,124,4,Pattern 2,24214.26677828594,24.21426677828594,10.094738571843994,18.528571401323592,10.057431698238654,10.057431698238654,23327.514701379336,23.327514701379336,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
大桥三回（455）,2024-07-06,2024,7,188,5,Pattern 2,19507.62901507645,19.50762901507645,9.878612160265236,27.335714067731583,8.795446524374945,8.795446524374945,6603.103811303777,6.603103811303777,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清永线（468）,2024-09-28,2024,9,272,5,Pattern 2,71844.873841651,71.84487384165101,11.1822784624629,27.64285659790039,11.049896725134944,11.049896725134944,62936.45441275054,62.93645441275054,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申筑一回(474),2024-04-29,2024,4,120,0,Pattern 2,23951.91770632404,23.95191770632404,10.083845420317719,20.135713849748885,10.17885616527817,10.17885616527817,26339.321086053853,26.339321086053854,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
后桥线（455）,2024-04-13,2024,4,104,5,Pattern 2,908.5713498588574,0.9085713498588573,6.812973444423622,13.550000054495674,9.373301297558882,9.373301297558882,11768.9069856422,11.7689069856422,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
北山四回（457）,2024-09-14,2024,9,258,5,Pattern 2,59712.81169270471,59.71281169270471,10.997318624259625,30.900000163487025,11.011105762606558,11.011105762606558,60541.79580362221,60.541795803622215,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申大线(469）,2024-10-27,2024,10,301,6,Pattern 2,25004.43234311737,25.00443234311737,10.126848373970171,17.099999836512975,9.615096189729428,9.615096189729428,14988.364416980332,14.988364416980332,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
光岩三回（463）,2024-01-18,2024,1,18,3,Pattern 2,9828.940294543983,9.828940294543983,9.193188139322562,9.692857197352819,9.142187282201538,9.142187282201538,9340.17458799184,9.34017458799184,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
万复线（467）,2024-01-03,2024,1,3,2,Pattern 2,20207.71902497557,20.20771902497557,9.913869425161531,9.371428421565465,10.129882805152855,10.129882805152855,25080.42484545507,25.08042484545507,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
立苇二回（452）,2024-05-04,2024,5,125,5,Pattern 2,10764.0,10.764,9.284055409798464,15.36428587777274,9.030816443243074,9.030816443243074,8355.679542284664,8.355679542284664,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
太福二回（472）,2024-08-10,2024,8,223,5,Pattern 2,45611.81863513006,45.611818635130064,10.727944066417866,31.014285768781388,10.791471946230299,10.791471946230299,48603.52663700123,48.60352663700123,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江越线（475）,2024-08-06,2024,8,219,1,Pattern 2,43348.19980404604,43.34819980404604,10.677043523077444,30.464285714285715,10.782323221715574,10.782323221715574,48160.885102747925,48.160885102747926,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
大桥四回（468）,2024-04-20,2024,4,111,5,Pattern 2,58310.8339210471,58.3108339210471,10.973560334948635,19.821429116385325,9.820734762727417,9.820734762727417,18410.573910565072,18.410573910565073,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
映龙二回(469),2024-12-01,2024,12,336,6,Pattern 2,5850.636018572429,5.850636018572429,8.674476562422404,10.94285706111363,7.837888832424918,7.837888832424918,2533.847692648706,2.533847692648706,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五桥二回（479）,2024-02-20,2024,2,51,1,Pattern 2,29914.12147011323,29.91412147011323,10.306119366324436,10.921428680419922,10.207255816469228,10.207255816469228,27098.100555125464,27.098100555125463,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
周家坝一回(456),2024-12-30,2024,12,365,0,Pattern 2,24032.02125963989,24.03202125963989,10.087184049484836,5.985714299338205,9.546712875052735,9.546712875052735,13997.603799999903,13.997603799999903,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
后桥线（455）,2024-08-04,2024,8,217,6,Pattern 2,27068.51725972396,27.06851725972396,10.206163549413649,25.55714307512556,9.878126885480315,9.878126885480315,19498.164266014814,19.498164266014815,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
熊家二回(466),2024-04-03,2024,4,94,2,Pattern 2,24778.7522489152,24.7787522489152,10.117782157107133,20.271428516932897,10.02350366011014,10.02350366011014,22549.30025929258,22.54930025929258,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙石一回（452）,2024-09-03,2024,9,247,1,Pattern 2,81831.98149847504,81.83198149847505,11.312435638131722,30.835714067731583,10.974935488001561,10.974935488001561,58391.07677794495,58.39107677794495,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
凉甘线（458）,2024-09-01,2024,9,245,6,Pattern 2,18003.19837588604,18.00319837588604,9.798360252786138,29.25,10.071373020731519,10.071373020731519,23655.0226908273,23.6550226908273,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申明线(458),2024-11-03,2024,11,308,6,Pattern 2,17034.34794601423,17.03434794601423,9.743045755246861,17.314285823277064,9.654457955165519,9.654457955165519,15590.138004175262,15.590138004175262,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
