line_name,date,year,month,day_of_year,weekday,pattern,observed_kwh,observed_mwh_per_day,log1p_kwh,tas_c_mean_7d,pred_target,pred_log1p_kwh,predicted_kwh,predicted_mwh_per_day,base_value,explanation_model,target
申飞一回（471),2024-05-24,2024,5,145,4,Pattern 2,24735.80664244747,24.73580664244747,10.116047560915586,23.62142835344587,8.056985045033956,8.056985045033956,3154.761298870636,3.154761298870636,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
壤武线（453）,2024-11-11,2024,11,316,0,Pattern 2,6024.835336668134,6.024835336668134,8.70381139383866,16.39285687037877,8.198775809637661,8.198775809637661,3635.4958181840134,3.6354958181840136,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
太双三回（463）,2024-03-16,2024,3,76,5,Pattern 2,34574.7592382467,34.5747592382467,10.450908115460239,14.557142802647181,10.163226876358248,10.163226876358248,25930.84103897031,25.93084103897031,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙石一回（452）,2024-03-19,2024,3,79,1,Pattern 2,27062.14754916531,27.06214754916531,10.205928212372308,13.878571510314941,8.94541052431566,8.94541052431566,7671.597731559964,7.671597731559964,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
凉响线（459）,2024-11-17,2024,11,322,6,Pattern 2,1512.171492407129,1.512171492407129,7.32196305330513,14.950000490461077,8.499237254521264,8.499237254521264,4910.021551882485,4.910021551882485,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
枇杷坪三回(465),2024-07-11,2024,7,193,3,Pattern 2,19999.65089504082,19.99965089504082,9.9035200967586,27.792856761387416,9.765214588114802,9.765214588114802,17416.21890490264,17.41621890490264,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
光国一回（454）,2024-12-13,2024,12,348,4,Pattern 2,17080.98785787846,17.08098785787846,9.745779845692027,7.892857279096331,10.495114412388698,10.495114412388698,36137.512806083716,36.13751280608371,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五桥六回（485）,2024-04-13,2024,4,104,5,Pattern 2,33154.47069950878,33.154470699508785,10.408963010641079,17.864285605294363,10.033359996466473,10.033359996466473,22772.662562326437,22.77266256232644,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
大桥二回（462）,2024-07-02,2024,7,184,1,Pattern 2,38127.0,38.127,10.548704199338523,23.021428516932897,10.41485647498005,10.41485647498005,33350.448209712995,33.350448209712994,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清胜线（459）,2024-12-13,2024,12,348,4,Pattern 2,28801.06480388703,28.80106480388703,10.268202358133514,7.892857279096331,10.346025317441585,10.346025317441585,31132.052570860593,31.132052570860594,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申明线(458),2024-04-20,2024,4,111,5,Pattern 2,13447.20002252725,13.44720002252725,9.506600548752916,18.464285169328964,9.52772965471346,9.52772965471346,13734.37162171572,13.73437162171572,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五汇线（463）,2024-07-31,2024,7,213,2,Pattern 2,22256.21728598763,22.25621728598763,10.01042160740097,30.349999836512975,8.361887488142013,8.361887488142013,4279.767042868033,4.279767042868033,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙石二回（473）,2024-04-24,2024,4,115,2,Pattern 2,3628.976354901172,3.6289763549011718,8.196981413436351,18.957142421177455,6.926454670038454,6.926454670038454,1017.8753195435322,1.0178753195435322,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙渝线（467）,2024-05-23,2024,5,144,3,Pattern 2,3612.684071260227,3.612684071260227,8.19248304930671,23.55714225769043,6.921592369238916,6.921592369238916,1012.9332658750913,1.0129332658750914,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清泉五回（467）,2024-05-25,2024,5,146,5,Pattern 2,45515.17509507154,45.51517509507154,10.725823038360078,25.785714285714285,10.799868660900826,10.799868660900826,49013.36321130455,49.01336321130455,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
壤电线（458）,2024-07-10,2024,7,192,2,Pattern 2,300.7782256969978,0.3007782256969978,5.709692395609668,27.7999997820173,8.0289078248642,8.0289078248642,3067.38862478435,3.0673886247843503,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五陈线（458）,2024-06-18,2024,6,170,1,Pattern 2,29447.5049130453,29.4475049130453,10.290398420831634,28.21428598676409,9.44617329214813,9.44617329214813,12658.627756529191,12.65862775652919,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
枇杷坪四回(464),2024-09-28,2024,9,272,5,Pattern 2,69523.21134040022,69.52321134040021,11.149430335498096,27.64285659790039,10.987373937305565,10.987373937305565,59121.91951721215,59.12191951721215,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
太塘一回（468）,2024-08-24,2024,8,237,5,Pattern 2,43262.34745399575,43.26234745399575,10.675061076402326,32.14999961853027,11.16861205132601,11.16861205132601,70869.67748654167,70.86967748654166,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江都线（481）,2024-12-08,2024,12,343,6,Pattern 2,12821.05583132709,12.82105583132709,9.458922078876132,10.092857088361468,9.45806100826098,9.45806100826098,12810.019887870081,12.810019887870082,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申运线(486),2024-07-07,2024,7,189,6,Pattern 2,5470.270440108902,5.470270440108902,8.607266124410195,27.36428533281599,8.950259903881662,8.950259903881662,7708.89543247936,7.70889543247936,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
万书线（462）,2024-04-22,2024,4,113,0,Pattern 2,32147.28300415523,32.14728300415523,10.378114322459073,19.9214289528983,10.630535599977271,10.630535599977271,41378.282008513845,41.37828200851384,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清电线（458）,2024-10-21,2024,10,295,0,Pattern 2,27938.82570898557,27.93882570898557,10.237808394745167,19.014285768781388,9.774929252394106,9.774929252394106,17586.245879546477,17.586245879546478,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江科一回（457）,2024-09-28,2024,9,272,5,Pattern 2,44953.09191701663,44.95309191701663,10.71339706839318,27.64285659790039,10.340847997071956,10.340847997071956,30971.283319689603,30.971283319689604,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙驹二回（461）,2024-10-30,2024,10,304,2,Pattern 2,30180.0,30.18,10.31496786629908,16.800000054495676,7.985359205121661,7.985359205121661,2936.632327571347,2.9366323275713473,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江科一回（457）,2024-01-22,2024,1,22,0,Pattern 2,40825.04104247243,40.825041042472435,10.617075417635341,6.221428564616612,9.992993943223782,9.992993943223782,21871.686447307602,21.871686447307603,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
万书线（462）,2024-01-06,2024,1,6,5,Pattern 2,52886.71145755176,52.88671145755176,10.875926293272313,9.871428421565463,10.739403685757189,10.739403685757189,46137.53065031512,46.13753065031512,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
太九线（459）,2024-05-03,2024,5,124,4,Pattern 2,20442.28828601728,20.44228828601728,9.925409906428406,18.528571401323592,10.163540757342243,10.163540757342243,25938.981828305077,25.938981828305078,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
映水线(472),2024-08-21,2024,8,234,2,Pattern 2,47548.62884796643,47.54862884796643,10.769529262432378,30.5785710471017,10.697153045033328,10.697153045033328,44228.755593256654,44.22875559325665,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江科一回（457）,2024-02-08,2024,2,39,3,Pattern 2,53099.91628855101,53.09991628855101,10.879949462986064,3.671428612300328,10.210178976984144,10.210178976984144,27177.431467864473,27.177431467864473,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
北山二回（454）,2024-08-15,2024,8,228,3,Pattern 2,58388.51700999638,58.38851700999638,10.974891649450194,30.72857121058873,10.896653147420793,10.896653147420793,53994.3465817309,53.994346581730895,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
古铁线(458),2024-11-29,2024,11,334,4,Pattern 2,16254.42631593968,16.25442631593968,9.696182059151376,8.828571592058456,7.798867499320066,7.798867499320066,2436.839558741269,2.436839558741269,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江观三回（479）,2024-12-19,2024,12,354,3,Pattern 2,26613.04474313785,26.61304474313785,10.18919435329029,7.142857210976737,9.815635772915746,9.815635772915746,18316.932424158276,18.316932424158278,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江万线（484）,2024-09-01,2024,9,245,6,Pattern 2,24821.73680232756,24.82173680232756,10.119515318688112,31.89285741533552,10.573329418644253,10.573329418644253,39077.56627831282,39.07756627831282,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
长滩线（459）,2024-03-05,2024,3,65,1,Pattern 2,12374.0,12.374,9.423433587436891,6.550000122615269,8.435722320282586,8.435722320282586,4607.797796369234,4.607797796369233,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申大线(469）,2024-01-17,2024,1,17,2,Pattern 2,20415.1112662701,20.415111266270102,9.924079636084118,9.435714381081718,10.251516054888471,10.251516054888471,28324.45232531746,28.32445232531746,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
油沙二回487,2024-05-18,2024,5,139,5,Pattern 2,403.507015250267,0.403507015250267,6.002669079364887,24.5,6.233663927887028,6.233663927887028,508.61927528590445,0.5086192752859044,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申玉线(467),2024-04-22,2024,4,113,0,Pattern 2,6003.28280220454,6.00328280220454,8.700228293943297,18.22142846243722,8.014334958746767,8.014334958746767,3022.9976456576833,3.0229976456576835,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
长消线（456）,2024-08-16,2024,8,229,4,Pattern 2,4125.0,4.125,8.325063693631197,27.828571319580078,8.591274753212494,8.591274753212494,5383.4731768761485,5.383473176876149,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
万滨二回（461）,2024-03-18,2024,3,78,0,Pattern 2,23940.25358149007,23.94025358149007,10.083358341211808,14.864285605294365,9.523031748102744,9.523031748102744,13669.995463563097,13.669995463563097,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
太双三回（463）,2024-12-08,2024,12,343,6,Pattern 2,29867.01391746307,29.867013917463073,10.304543418121169,10.092857088361468,10.459449448979449,10.459449448979449,34871.34715462283,34.87134715462283,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
大安线（461）,2024-11-09,2024,11,314,5,Pattern 2,14992.69714930362,14.99269714930362,9.615385201733346,18.08571461268834,9.517240129328455,9.517240129328455,13591.047109636767,13.591047109636767,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
白石线（455）,2024-12-13,2024,12,348,4,Pattern 2,8350.0,8.35,9.03013657115323,5.114285809653146,9.092450749165591,9.092450749165591,8886.941498008897,8.886941498008897,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
熊家二回(466),2024-10-25,2024,10,299,4,Pattern 2,23490.96650550995,23.49096650550995,10.064413790858572,17.05714362008231,10.145534629627434,10.145534629627434,25476.083215065246,25.476083215065245,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江山二回（476）,2024-08-16,2024,8,229,4,Pattern 2,65696.39806749795,65.69639806749795,11.092814600454043,30.542857033865793,10.160263644008221,10.160263644008221,25854.11270679025,25.85411270679025,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
周铁一回(459),2024-05-12,2024,5,133,6,Pattern 2,16375.12993832764,16.37512993832764,9.703580061990133,21.757143565586635,8.238131634716717,8.238131634716717,3781.4666727443587,3.781466672744359,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
周医二回(468),2024-12-21,2024,12,356,5,Pattern 2,902.0283693557714,0.9020283693557714,6.805753969707289,5.692857129233224,8.28919850303825,8.28919850303825,3979.6424427891384,3.9796424427891384,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
光山线（461）,2024-10-08,2024,10,282,1,Pattern 2,21561.13696186493,21.56113696186493,9.978694137080788,19.214285169328964,10.024183302140461,10.024183302140461,22564.631600466913,22.564631600466914,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清寰线（466）,2024-03-09,2024,3,69,5,Pattern 2,16209.58361628363,16.20958361628363,9.693419617553767,10.828571592058454,9.21337657507247,9.21337657507247,10029.408170293389,10.029408170293388,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清泉五回（467）,2024-07-20,2024,7,202,5,Pattern 2,47836.14040424495,47.83614040424495,10.775557612679208,29.39999989100865,11.102629917782194,11.102629917782194,66344.41391525054,66.34441391525054,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申湖线(455),2024-10-10,2024,10,284,3,Pattern 2,9839.934399831542,9.839934399831542,9.19430594487042,15.250000136239189,11.02098996530113,11.02098996530113,61143.18027591525,61.14318027591525,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清泉四回（478）,2024-08-12,2024,8,225,0,Pattern 2,51933.15928421963,51.933159284219634,10.85773202768492,31.2000002179827,10.867173165999732,10.867173165999732,52425.79874464489,52.42579874464489,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
太山二回（456）,2024-02-01,2024,2,32,3,Pattern 2,45095.32232035122,45.095322320351215,10.716555977162496,6.678571428571429,10.592062164952308,10.592062164952308,39816.51480519932,39.81651480519932,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五郦三回（483）,2024-04-17,2024,4,108,2,Pattern 2,4431.975549309152,4.4319755493091515,8.396826319121711,18.928571701049805,8.003638794609614,8.003638794609614,2990.824840028992,2.990824840028992,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申大线(469）,2024-07-04,2024,7,186,3,Pattern 2,28417.18527826207,28.41718527826207,10.254784545926999,24.957142693655832,10.13331795173759,10.13331795173759,25166.73136926374,25.16673136926374,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
大桥三回（455）,2024-12-27,2024,12,362,4,Pattern 2,15988.21937008992,15.98821937008992,9.679669984754465,6.6714286123003275,9.22917891566167,9.22917891566167,10189.171085879741,10.18917108587974,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
太双一回（467）,2024-09-11,2024,9,255,2,Pattern 2,56426.8286232941,56.4268286232941,10.940717731103478,31.550000054495676,10.96668586765134,10.96668586765134,57911.34583286989,57.91134583286989,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清永线（468）,2024-09-22,2024,9,266,6,Pattern 2,59521.19995536659,59.52119995536659,10.994104630439612,30.078571319580078,10.96176982817511,10.96176982817511,57627.34510595091,57.62734510595091,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清牌一回（474）,2024-02-21,2024,2,52,2,Pattern 2,10123.85400590576,10.12385400590576,9.222748472700982,10.935713904244556,9.404879577435265,9.404879577435265,12146.51106826292,12.146511068262921,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
长玉线（462）,2024-09-02,2024,9,246,0,Pattern 2,22736.0,22.736,10.031748832480138,29.078571592058456,7.671959158294486,7.671959158294486,2146.2841966202955,2.1462841966202957,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
光岩一回（453）,2024-04-21,2024,4,112,6,Pattern 2,27355.55330248825,27.35555330248825,10.216711388014623,19.971429007393972,9.990135613960865,9.990135613960865,21809.256372935593,21.809256372935593,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
长茨线（458）,2024-08-17,2024,8,230,5,Pattern 2,8350.0,8.35,9.03013657115323,27.792857033865793,9.380809684450462,9.380809684450462,11857.612602275216,11.857612602275216,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江泉一回（478）,2024-10-09,2024,10,283,2,Pattern 2,9835.044260588837,9.835044260588836,9.19380890318249,19.535713740757533,8.50800008927522,8.50800008927522,4953.245126149456,4.953245126149456,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五水二回（465）,2024-12-29,2024,12,364,6,Pattern 2,14881.70400672164,14.881704006721641,9.607955012759675,6.7071429661342075,10.158502781014569,10.158502781014569,25808.625455789923,25.808625455789922,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
太塘一回（468）,2024-07-10,2024,7,192,2,Pattern 2,29700.70275307065,29.70070275307065,10.29895965490061,27.7999997820173,10.761546921399189,10.761546921399189,47170.5823498919,47.170582349891895,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江电线（474）,2024-11-21,2024,11,326,3,Pattern 2,22558.2600897149,22.5582600897149,10.023900907632433,12.371428625924247,7.645568788312606,7.645568788312606,2090.3577774613873,2.0903577774613873,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江观二回（454）,2024-01-30,2024,1,30,1,Pattern 2,36743.94016450398,36.74394016450398,10.511755812563333,5.907142877578735,10.434420949404931,10.434420949404931,34009.3765405239,34.0093765405239,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
龙医一回（458）,2024-07-12,2024,7,194,4,Pattern 2,30194.81254606817,30.19481254606817,10.315458536334171,27.100000381469727,8.037672478362083,8.037672478362083,3094.4001884585555,3.0944001884585557,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
油源线（469）,2024-09-15,2024,9,259,6,Pattern 2,12489.63099334272,12.48963099334272,9.432734121726861,29.79285648890904,9.2132990934278,9.2132990934278,10028.631027879168,10.028631027879168,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
油茨一回（467）,2024-07-13,2024,7,195,5,Pattern 2,2904.820227355654,2.904820227355654,7.97447097964118,24.1714289528983,7.9838656867351405,7.9838656867351405,2932.248194383981,2.9322481943839813,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
映流三回(454),2024-10-08,2024,10,282,1,Pattern 2,19865.39399817163,19.86539399817163,9.896784839366896,19.214285169328964,10.08337405038991,10.08337405038991,23940.62968186066,23.94062968186066,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
凉响线（459）,2024-05-10,2024,5,131,4,Pattern 2,6597.499210031502,6.597499210031502,8.794597509737471,19.635714530944824,8.540095588686235,8.540095588686235,5114.833354066236,5.114833354066236,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
武黄线（455）,2024-07-26,2024,7,208,4,Pattern 2,17842.72366994575,17.842723669945748,9.789407110247602,29.900000163487025,9.155695901283263,9.155695901283263,9467.217109877634,9.467217109877634,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
北山五回（458）,2024-04-23,2024,4,114,1,Pattern 2,15099.46408191934,15.09946408191934,9.622480756232681,20.114286150251115,9.860477016903433,9.860477016903433,19157.025958352682,19.157025958352683,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
映流线(453),2024-04-15,2024,4,106,0,Pattern 2,18790.94757574733,18.79094757574733,9.841183736623668,18.342857088361466,9.794448233411147,9.794448233411147,17932.903190720728,17.93290319072073,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
未来城二回（477）,2024-06-20,2024,6,172,3,Pattern 2,25761.84358435936,25.76184358435936,10.156688561717619,27.292857306344168,7.530351521088112,7.530351521088112,1862.7605395531293,1.8627605395531293,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申污线(488),2024-11-20,2024,11,325,2,Pattern 2,65376.65287657102,65.37665287657101,11.087935779917839,13.271428653172084,9.899605803439554,9.899605803439554,19921.515503051058,19.921515503051058,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
大安二回（459）,2024-12-28,2024,12,363,5,Pattern 2,51549.96255913612,51.54996255913612,10.850326161610957,6.678571496691022,9.495980413140853,9.495980413140853,13305.134029871026,13.305134029871025,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
枇滨线(463),2024-01-15,2024,1,15,0,Pattern 2,17446.46455453406,17.44646455453406,9.766949619339398,11.707142966134208,10.376462275459513,10.376462275459513,32094.21637602847,32.09421637602847,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
长楼线（457）,2024-02-03,2024,2,34,5,Pattern 2,15291.0,15.291,9.635085094816304,2.9428571547780717,6.968937388557796,6.968937388557796,1062.0924958834316,1.0620924958834317,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江科三回（482）,2024-03-23,2024,3,83,5,Pattern 2,5617.103953642663,5.617103953642664,8.633749511167377,17.02857153756278,8.754113694568396,8.754113694568396,6335.701821032222,6.335701821032222,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
双龙线（455）,2024-09-27,2024,9,271,4,Pattern 2,3117.210468505474,3.117210468505474,8.045014548463893,24.685713904244558,7.386402867070207,7.386402867070207,1612.890281169347,1.612890281169347,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
光岩二回（458）,2024-03-02,2024,3,62,5,Pattern 2,17642.85296699852,17.642852966998518,9.778142727875583,7.107142925262451,10.16022399916506,10.16022399916506,25853.08770522022,25.85308770522022,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清电线（458）,2024-02-25,2024,2,56,6,Pattern 2,31723.09588342253,31.72309588342253,10.364831793624015,5.385714088167463,10.544308239147988,10.544308239147988,37959.75869224148,37.95975869224148,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五乐线（442）,2024-05-12,2024,5,133,6,Pattern 2,24542.7824497036,24.5427824497036,10.108213840442222,23.14999989100865,9.820602810121889,9.820602810121889,18408.144615695113,18.408144615695115,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申湖线(455),2024-05-20,2024,5,141,0,Pattern 2,10799.12392240321,10.799123922403211,9.287312887343075,19.285714285714285,11.022119962693012,11.022119962693012,61212.31209218565,61.212312092185655,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
枇睿线(462),2024-01-28,2024,1,28,6,Pattern 2,30473.71744799125,30.473717447991252,10.324652682706532,4.471428666796003,10.00740960690539,10.00740960690539,22189.279395577418,22.18927939557742,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
长大线（459）,2024-08-26,2024,8,239,0,Pattern 2,9934.094689422513,9.934094689422512,9.203828685833555,31.578571592058456,10.481288142718522,10.481288142718522,35641.290340396954,35.64129034039696,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申萃一回(477),2024-03-26,2024,3,86,1,Pattern 2,27136.22369597534,27.13622369597534,10.20866163250322,17.135714530944824,9.199324930941597,9.199324930941597,9889.450067793043,9.889450067793042,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五茂一回（478）,2024-07-27,2024,7,209,5,Pattern 2,55882.32187187982,55.882321871879824,10.931021258130148,32.22857175554548,10.810271720334814,10.810271720334814,49525.92402261101,49.525924022611015,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
立苇三回（453）,2024-08-14,2024,8,227,2,Pattern 2,43962.0,43.962,10.691103650047104,28.378571374075754,10.86696200253624,10.86696200253624,52414.72928901561,52.41472928901561,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
江恒线（456）,2024-11-03,2024,11,308,6,Pattern 2,10890.39358149947,10.890393581499469,9.295728176656072,18.49285752432687,9.619238692440426,9.619238692440426,15050.586688698922,15.050586688698923,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
申萃二回(462),2024-08-11,2024,8,224,6,Pattern 2,17114.54596904411,17.11454596904411,9.747742450487282,29.69999967302595,9.61876414968436,9.61876414968436,15043.44576174008,15.043445761740081,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清泉三回（477）,2024-01-29,2024,1,29,0,Pattern 2,31946.72188847638,31.94672188847638,10.37185615486844,5.035714319774082,10.288994600957338,10.288994600957338,29406.19352024157,29.40619352024157,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五龙一回（475）,2024-12-22,2024,12,357,6,Pattern 2,26819.37587431824,26.81937587431824,10.19691717143986,4.52142858505249,10.44912179521017,10.44912179521017,34513.05099111257,34.51305099111257,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
壤武线（457）,2024-03-08,2024,3,68,4,Pattern 2,8628.454362580827,8.628454362580827,9.062936556421732,8.771428380693708,8.960626869450344,8.960626869450344,7789.23939493979,7.7892393949397905,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
太禾线（458）,2024-08-15,2024,8,228,3,Pattern 2,51232.49962866386,51.23249962866387,10.844148886695805,30.72857121058873,10.887246303419413,10.887246303419413,53488.80229566172,53.48880229566172,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
大桥四回（468）,2024-08-23,2024,8,236,4,Pattern 2,67749.82482066439,67.74982482066439,11.12359191314259,31.571428026471818,10.917076109217632,10.917076109217632,55108.429192332864,55.10842919233286,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
清达三回（465）,2024-06-28,2024,6,180,4,Pattern 2,44963.19365959053,44.96319365959053,10.713621755564462,25.235714503696986,10.273645122674385,10.273645122674385,28958.25504760179,28.95825504760179,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
五星二回（481）,2024-12-30,2024,12,365,0,Pattern 2,17764.77044485869,17.764770444858687,9.785028876209283,5.078571489879063,9.790580266865037,9.790580266865037,17863.669436378783,17.863669436378782,9.408086321300905,pattern_specific_rf_static7_temperature_mechanism_no_lags,log1p_kwh
