Daily temperature,3-day temperature,7-day temperature,15-day temperature,7-day Tmax,7-day Tmin,Diurnal temperature range,CDD24,HDD18,7-day CDD24,7-day HDD18,Built-up share,Natural/green share,Elevation,Population density,Residential share,Nearest industrial distance,NDVI p50,pattern
0.014757057,0.013549889,-0.005676719,-0.12931904,0.014776103,0.022017222,0.01689503,0.0014408526,-0.0004074517,-0.02307244,0.0084424075,-0.12637089,-0.03381443,-0.509393,-0.91948223,0.16038078,-0.049584396,-0.06364307,Pattern 1
-0.064050786,-0.055137392,-0.15271601,-0.11157104,-0.046244387,-0.010738095,0.053908203,-0.0007057358,-0.036294106,-0.022126975,-0.023275178,-0.032895423,0.12743074,0.01821117,0.2318031,0.32657248,0.04621388,-0.13408577,Pattern 1
0.005315627,-0.07041481,0.04473564,-0.15291636,-0.06900747,-0.10814533,-0.31466135,-0.00022484083,0.0064323205,-0.000537023,0.007960337,-0.07168114,0.084260315,-0.038369283,0.04032161,0.17036475,0.034545053,0.06502077,Pattern 1
0.021170635,-0.0037993253,-0.0006202018,0.1163363,-0.028496934,0.08284532,0.024342608,0.026732024,-0.00020541916,0.035610337,0.0033084773,-0.19753516,-0.000555758,0.07955875,0.294121,0.04427151,-0.16406277,-0.2667111,Pattern 1
-0.009382379,-0.028243866,-0.012158329,0.033187944,0.029078165,-0.054305375,-0.0068361177,-0.0069241915,0.0007799194,0.00728122,0.0003336963,-0.1683236,-0.09334348,0.06206943,0.35075638,0.016164433,-0.08390162,-0.034331463,Pattern 1
0.0026667847,0.04572506,0.011243552,0.04016204,0.020591633,0.008545686,0.07405942,0.00016101763,-0.006914778,0.0004301734,0.03156931,0.4346834,0.05278511,0.40639973,-0.3107653,0.047006644,-0.085916564,-0.028721713,Pattern 1
-0.06677237,-0.09184014,0.05415954,-0.043215092,0.025548209,0.024885826,-0.008011385,-0.0069189095,-0.026252875,-0.0050581875,0.06967252,0.490052,0.17681302,0.50012064,-0.52442247,0.08073599,0.08402214,0.1344142,Pattern 1
0.0069269286,0.005629235,0.040477607,-0.028912522,-0.0017102092,-0.012804286,0.014363208,-0.016210074,0.011015653,0.008233907,-0.09448995,0.15588793,0.0755355,0.21505927,0.7465608,-1.1274889,0.35886577,0.14093,Pattern 1
-0.05524573,-0.039578985,0.00084389455,0.050029438,-0.08405504,0.056510642,0.046277612,-0.0116690295,-0.022002505,-0.0038785073,0.019260705,0.31216818,0.0824003,0.02726811,0.40536857,0.24452403,0.21365225,0.07064774,Pattern 1
0.026018513,0.018451218,-0.008963642,-0.18014574,-0.34434453,0.08565567,0.014534962,7.564091e-05,0.013936871,0.00033624782,-0.02062483,-0.6226644,-0.13959496,0.55122435,-0.94353575,-0.16061898,-0.16175371,-0.12628686,Pattern 1
-0.026232002,-0.016034657,-0.013718826,-0.031709094,-0.05525687,-0.06313447,0.012192948,-0.0017037479,-0.018799832,-0.017242486,0.15232526,0.25850418,0.031024776,0.10616657,0.34783104,-0.016139107,-0.007499023,0.06955026,Pattern 1
0.010662858,0.002380985,-0.033813253,-0.32423314,0.1535127,0.08513764,-0.055391695,0.026176913,0.0007044523,0.026247144,-0.05994689,0.17385562,0.2761922,0.11758868,0.5530127,0.43384907,0.15381183,0.27241406,Pattern 1
-0.0059339553,-0.0791229,-0.053809736,-0.011800533,-0.10415304,-0.18424307,-0.01694503,-0.0012579527,-0.01655228,-0.016752083,-0.03084183,-0.105312146,-0.100622505,0.20535661,0.11186256,-0.37773904,0.13582924,0.023638621,Pattern 1
0.074264,0.11776894,0.026328886,-0.16722439,-0.1149592,0.031949133,-0.008894021,0.0513284,2.4835605e-05,0.089051485,-0.00025236755,0.3061272,0.066332735,0.0009911135,0.38864362,0.20508173,0.19951974,0.06353731,Pattern 1
-0.009275027,0.027825166,0.019555386,0.19416334,-0.053370226,-0.079244584,-0.0678923,-8.980015e-05,-0.012139958,0.0023882547,0.03442885,0.14489327,0.17049736,0.21180311,0.83656514,0.25104052,0.32979566,0.2048674,Pattern 1
0.009239105,0.07476039,0.09361227,0.041080203,0.07783445,-0.018287059,0.002947279,0.010172169,2.8854127e-05,0.023922598,-0.007832598,-0.059453983,0.12029514,0.02978279,0.2393752,0.31807548,-0.0908811,-0.10969964,Pattern 1
-0.015683824,0.04182286,0.009710782,0.064544976,0.049103852,-0.0059459736,-0.025812617,6.3202286e-05,-0.012083161,0.0008565373,-0.008863711,-0.16006982,-0.08602149,0.06795511,0.35553738,0.022138886,-0.07597917,-0.028065566,Pattern 1
0.04827549,-0.049318723,0.0142561,0.011859177,0.016342578,-0.0652439,0.00797561,0.050096236,-0.005254642,0.016859408,0.0099358605,0.031329367,0.013411832,0.12845117,0.31739494,0.36222646,0.1664785,0.08323175,Pattern 1
-0.002873227,0.069149815,-0.16089204,-0.14567967,-0.35236505,-0.038428888,-0.15187019,-9.400299e-05,0.0049909097,-0.0005104705,-0.12049414,0.33045277,-0.048690993,0.30242062,-0.49204564,-0.10019411,-0.07224368,-0.06098857,Pattern 1
0.008587054,0.042973544,-0.0198014,-0.05605594,-0.025403371,-0.03806464,0.03825554,0.019475337,-0.0045738076,-0.014565145,-0.043320805,0.21052653,0.006600215,0.1224236,0.3331342,0.44258872,0.044319715,0.040212844,Pattern 1
0.008604823,0.045819953,0.039225053,0.124535784,-0.031605966,-0.16021949,-0.008064916,-0.00082896417,-0.012130713,-0.0009659297,0.057709854,0.25357082,-0.007170325,0.113500066,0.37407377,0.02081797,-0.004858535,0.14966671,Pattern 1
0.006693363,-0.033223566,-0.14637771,-0.29644763,-0.04749269,-0.20061468,0.048219103,-0.0055251443,-0.008817891,-0.15734932,-0.031311784,-0.0704403,-0.077076316,-0.011532162,-0.8469356,-0.31444386,-0.5549934,0.054869812,Pattern 1
-0.015953341,-0.032067977,-0.048970822,0.08636484,-0.045882557,-0.11138956,0.013552298,-0.0015483187,-0.010219512,-0.0021195635,-0.023171978,0.07822607,0.046821374,-0.030847313,0.25633416,0.18389861,0.111316375,0.04007798,Pattern 1
0.011331731,-0.016983233,-0.012247284,0.09563105,0.03485334,0.038732354,-0.004459625,-0.00097340986,0.010794433,-0.0015455822,-0.0009137774,-0.0093932375,0.2805368,0.071445286,0.1043935,0.29154977,0.2033465,0.08788604,Pattern 1
-0.00025585116,-0.01022682,0.0070983274,0.009717563,-0.015974114,0.024370674,0.01109154,-0.002636204,0.00389169,-0.0021466282,0.02017727,-0.18609047,0.11289103,0.074143626,0.41938612,0.20262265,0.12947145,0.16431089,Pattern 1
0.0008064953,-0.01352454,-0.007738021,-0.08212014,-0.003635376,-0.027550086,-0.006716691,-0.0014006103,-0.0016015846,6.7039255e-05,0.017225778,-0.052542508,0.23738837,0.029735403,0.19207951,0.30063072,0.1800637,0.100957505,Pattern 1
0.030582197,0.060995508,0.03936341,0.022116596,0.06344155,-0.03861857,-0.011386308,0.00034911186,0.024281511,-0.0036504874,0.06872838,0.23154649,0.08484381,0.16288601,0.35234663,0.3834759,0.014029483,0.058924664,Pattern 1
0.01633195,0.008803829,-0.004487732,0.057759583,-0.05187156,0.027723985,-0.028600615,-0.00026360704,0.0062256274,-0.0018441644,-0.012205942,0.6404707,-0.10933937,0.4678734,-0.67508954,-0.030029977,-0.017193232,0.00615746,Pattern 1
0.002808762,-0.058617357,-0.03459207,-0.108940884,-0.006606606,-0.052840155,-0.01657429,-0.010424477,0.0007371404,-0.022193989,-4.9429716e-05,-0.17037849,-0.09525934,0.060193755,0.3485849,0.015132005,-0.087804995,-0.03735023,Pattern 1
0.0661144,0.03226775,-0.008844554,-0.011654052,0.021532586,0.097768,-0.04196214,0.003339505,-0.011119081,0.0074367584,-0.0050976216,-0.10431779,-0.10064265,0.20640737,0.11370664,-0.37707868,0.13885187,0.024085807,Pattern 1
0.0121725155,0.023753086,0.008147518,-0.034170255,-0.007292968,-0.02849951,0.17565669,-0.0052581774,0.029017145,0.007279034,-0.0077584456,-0.026962627,0.15085492,0.18143357,0.17672822,-0.06665413,0.2745696,0.038084164,Pattern 1
-0.0012726632,0.044562403,0.027328765,0.021181408,0.14754294,0.09341745,0.0061089164,-0.007888756,-0.00036025298,0.061280582,-0.025962675,-0.11805878,-0.055539206,0.049837593,-0.0060177147,0.23171583,-0.070461266,-0.02739552,Pattern 1
-0.019748118,-0.03334613,-0.035553772,0.35291842,0.0604873,-0.079887,0.050490808,0.0027625586,-0.022663178,0.17177749,-0.06780175,0.2357651,0.092273116,0.17887454,0.3407264,0.34800318,0.011976867,0.06879128,Pattern 1
1.5233958e-05,1.1793629e-05,1.0937301e-05,-0.00012130853,-8.020816e-05,0.00021160813,-0.000104345934,6.1893834e-06,1.0233632e-05,1.229446e-05,2.8224742e-05,-0.3667245,-1.0198524,-0.816789,-1.7204081,-0.26717833,-0.25304043,-0.12692039,Pattern 1
-0.063892275,-0.16380519,-0.014570454,-0.21827102,-1.203217,-0.23097822,-0.111214094,0.001163875,-0.06733954,0.00019087714,-0.030053698,-0.31605878,-0.35481,-0.3961176,-0.08113912,-0.40166393,-0.15583554,-0.13024414,Pattern 1
-0.008164302,-0.014669002,-0.035699125,-0.026989212,0.042053632,0.026752034,-0.031269822,-0.010450408,0.0055178567,-0.024764655,-0.098510355,0.34481183,0.046640433,0.20015848,0.43722716,0.19391921,0.0758835,0.13098574,Pattern 1
-0.040690143,-0.063232705,-0.039034277,0.07859632,-0.031414777,-0.07166859,-0.0022947048,-0.010217709,0.002827375,0.002396291,-0.10432648,-0.21569644,-0.02496151,-0.041221615,0.020150464,-0.1308726,-0.029393036,-0.055366646,Pattern 1
-0.014830858,-0.053470097,0.013028117,-0.01788197,0.052892398,-0.016117524,-0.017714437,-0.010481372,-0.015154867,0.0037805988,-0.05148228,0.2748811,0.13798866,0.18990183,0.39410934,0.44354472,0.07547392,0.110959314,Pattern 1
0.005610467,0.025045225,-0.0074351165,-0.016939402,-0.0142359175,-0.014040773,-0.15715049,9.12881e-06,0.012077032,-0.004185951,-0.019558854,0.49898612,0.118499145,0.1873332,0.5831085,-0.36453336,0.09498916,0.076497294,Pattern 1
0.07290291,0.072362036,-0.006542216,-0.06916374,0.03333168,-0.08638934,0.015230384,0.0,0.062465742,-0.0049378024,-0.02478118,-0.043492313,-0.07727559,0.10141318,0.5034741,0.05646561,-0.12172527,-0.018261377,Pattern 1
0.0022399023,-0.013704886,-0.042826075,-0.004695252,-0.038037136,-0.04691392,0.05497911,0.01029942,0.000529818,-0.015613359,0.0067758327,-0.0803172,-0.09367741,0.043205217,0.42730993,-1.2620766,0.09365251,0.12907274,Pattern 1
-0.02403677,-0.019869123,-0.018731749,-0.050531834,-0.018722033,-0.042509414,0.008120414,-0.0014248545,-0.0034713852,0.00016271973,-0.00634363,-0.053521045,0.23644383,0.0323404,0.19378737,0.30209208,0.18235819,0.10239081,Pattern 1
-0.018220315,-0.025904415,-0.00554336,0.09246647,-0.08468739,0.06660958,0.0047889412,-0.00049187144,-0.01777024,-0.0041360287,0.00037673485,0.21700054,0.010977705,0.13229093,0.3123548,0.022065295,0.232471,0.11824538,Pattern 1
0.02368508,0.07567053,0.059240993,0.07035218,0.016201232,0.0100157885,-0.015269423,0.021061376,-0.0005563649,0.026307873,-0.003373361,-0.39451915,-0.11916043,0.62124294,-1.0645889,0.18343537,0.014125028,-0.07405706,Pattern 1
0.0130105065,0.035624977,0.02723891,0.08036853,0.040605843,-0.00072762184,0.017081311,-0.0023016657,0.0038809527,-0.0020825588,0.024308614,-0.23864466,-0.23196317,-1.5477242,-1.1095569,0.032665785,-0.20904098,-0.2457351,Pattern 1
0.078099325,0.16881545,0.100715116,-0.0060325186,0.24097845,0.040956322,0.0004155876,0.07284082,0.0,0.116174445,-0.0006653506,0.3413946,0.09009556,0.14445455,0.39705026,0.21592201,0.197851,0.079907015,Pattern 1
-0.070853196,0.018234983,-0.013936027,-0.02859959,-0.10421077,-0.11300715,-0.12872855,9.04521e-06,-0.060361285,0.0021870658,-0.012367284,0.15163355,0.118911006,0.039863426,0.6890675,0.17065907,0.23527765,0.07398096,Pattern 1
-0.00045725016,-0.043281026,0.07548093,-0.5874502,-0.45949852,-0.40055868,0.17622514,-9.632971e-05,0.014215013,0.00010984967,-0.03421808,0.18613718,0.30329677,0.12727694,0.5695466,0.45204544,0.16449508,0.29228392,Pattern 1
0.042075798,0.0054914537,-0.030612461,-0.30916917,0.08166876,0.01736229,0.068761826,0.0073103276,-0.003061762,-0.009103657,-0.124128535,-0.039302494,0.030259166,0.07353398,0.44228673,0.10774397,-0.05277726,-0.21440324,Pattern 1
0.027943412,0.15251277,0.061247535,-0.047925007,-0.06476652,-0.070160225,0.014332309,0.03249894,-0.0011878802,0.058451224,-0.037950348,0.15638159,-0.015681472,0.09610314,0.28514463,-0.0026489077,0.20321223,0.08695441,Pattern 1
0.0008142406,-0.0727137,0.016805569,-0.23222794,-0.058112703,-0.2511576,0.07080533,-0.00020972344,-0.0055144774,-0.01021749,0.06871841,0.29872102,0.14671534,0.24508193,0.4170231,0.4274801,0.06375844,0.13761882,Pattern 1
0.061769232,0.0065813004,-0.015875464,0.104801185,-0.009636804,0.033286422,0.11981499,0.012532479,0.0107788835,0.04698016,-0.10952713,-0.03354009,0.069943115,-0.02759858,-1.0898508,0.15491681,-0.06942031,-0.04605787,Pattern 1
0.011690499,0.04443129,0.01947577,0.0364032,0.041459706,-0.022672908,0.0041790307,0.009080818,-0.0017351438,0.012819594,-0.0053661624,-0.019144172,-0.10293757,0.094079055,0.1067358,0.2302448,0.15816298,-0.01723707,Pattern 1
0.012429634,0.046675935,0.10052333,0.101208284,0.04626459,0.08589051,-0.0010065322,0.0040135137,0.00043976915,0.07006912,-0.0010417992,0.018340655,0.023491528,-0.031100413,0.19112591,0.17856748,0.050126504,0.02342082,Pattern 1
0.07634796,0.20729151,0.10109397,0.00812625,-0.029825658,0.10119616,0.0043133004,0.08035924,0.0,0.025128255,-0.0005113749,-0.092667274,-0.1633945,0.03180638,0.00940582,0.1852941,-0.14384536,-0.010132871,Pattern 1
0.024998985,0.0042453418,0.012139667,-0.013275329,0.089948505,0.11465572,0.060240235,0.0016416063,0.015231445,0.008021136,0.009101112,-0.3941161,-0.28696325,-0.43018305,0.08890859,-1.4611856,-0.58141273,-0.3953697,Pattern 1
-0.011549414,0.038319625,-0.026671166,0.26568598,-0.017551575,0.23333007,0.001975497,0.0002949777,-0.007637171,0.0011759754,-0.040631447,-0.036155306,0.059552353,0.11732925,-0.7321445,0.05478007,-0.12204993,-0.01242839,Pattern 1
0.001980864,0.02033944,0.010305006,-0.229907,-0.06969454,0.039882135,-0.006825167,-0.0037494644,-0.010516135,-0.016517106,0.10026274,0.030407809,0.043912996,0.21741648,0.05358676,-0.08063126,-0.06261304,-0.021846784,Pattern 1
0.018586824,0.022242153,0.07038838,-0.14841226,0.014878194,0.13347842,0.03238694,-0.0019780998,0.009319065,0.017983051,0.09432219,0.15557717,0.07885127,0.2138615,0.7456801,-1.1281416,0.36029747,0.14070776,Pattern 1
-0.006414166,-0.019296905,0.01918026,-0.10377114,-0.01167069,0.060745966,0.03898645,-0.001207626,-0.0023431503,-0.006794434,0.032237407,0.24097925,0.39138857,0.13937324,0.16708681,-0.45078975,0.16420628,0.072099015,Pattern 1
-0.008190509,-0.019809593,0.0012025449,-0.038615655,-0.0056826896,-0.016483974,0.0068490696,-0.004920162,0.0008259503,0.01287131,0.0027053123,-0.12398614,-0.07986641,0.12011808,0.4992087,0.044479765,-0.14804305,-0.05993374,Pattern 1
-0.04738673,0.0063006137,-0.05322523,0.30852744,-0.16469109,0.08598688,-0.058550507,-0.0058087623,0.0022845662,-0.017877745,-0.049071424,0.0017735861,0.07918428,-0.03875353,-0.44083112,0.13430938,-0.09822173,-0.0068772244,Pattern 1
-0.054678757,-0.10773968,-0.14406852,-0.07504442,0.114931874,-0.05395491,0.017398069,-0.016953837,0.0044420445,0.65577406,-0.00323702,-0.1392294,-0.18603705,-0.16100547,-1.1002895,-0.3030575,-0.7972176,-0.09679929,Pattern 1
-0.014979886,-0.010550689,-0.018449934,-0.07204719,-0.0009633984,-0.060275704,-0.038066182,-0.00017001743,-0.014776488,-0.0017453394,-0.025506359,0.10384603,-0.1203688,0.040993493,0.27518824,-0.729825,-0.23523948,0.009392689,Pattern 1
0.012031792,0.030479029,-0.025638824,0.009717767,0.08866851,0.00012245649,-0.004699297,0.011879291,-0.00036091133,0.05702118,0.016049834,-0.20178021,-0.008766593,0.007751841,0.11278343,-0.13069808,-0.115632266,-0.022042513,Pattern 1
0.015552468,0.02615934,-0.034362037,0.1446877,-0.06253197,-0.13598952,0.014144657,-0.0009499358,0.023012873,-0.0045099077,-0.020263849,-0.06828704,0.08807714,-0.06771257,-0.15475908,0.25006622,-0.08091592,-0.13784148,Pattern 1
-0.01305582,-0.013152999,-0.0063325646,0.005776742,-0.025039878,-0.019790683,0.005165414,-0.0017788531,-0.0063437154,0.0004077185,-0.00868226,-0.430586,-0.16158608,0.6985384,-0.8771234,0.25837427,-0.05921095,0.049837846,Pattern 1
-0.0016004354,-0.022040106,0.02051037,-0.09637335,-0.012307229,-0.01568081,-0.0006509762,0.00032100242,-0.00553808,-0.008332435,0.022429325,0.4064319,0.059426513,0.12481738,0.32824388,0.40559068,-0.038301848,0.15478735,Pattern 1
0.03355444,0.080148235,0.07634064,0.0012838233,0.1514827,0.03812073,-0.004865766,0.03258097,-8.01032e-05,-0.0014583758,0.0066379625,0.03776752,0.20202996,0.14508295,0.28509086,0.46975735,0.14812547,0.266592,Pattern 1
0.02176778,0.0064196293,0.027949668,0.033826243,0.025501445,0.007822162,0.06884051,-0.0001526968,0.037708204,-0.014572767,0.0416911,-0.0030528393,-0.11942144,0.114790015,0.20937403,0.34262934,-0.04821904,0.021335114,Pattern 1
0.012231486,-0.01437087,0.011763668,0.11906407,0.013325372,0.045293108,-0.014119732,0.0015500365,-0.0046375073,-0.036826454,-0.0020360264,-0.16224879,-0.08873669,0.065846555,0.35413265,0.020094749,-0.07763131,-0.028905462,Pattern 1
-0.012906804,-0.021544378,-0.004002686,-0.0014386714,-0.0069553545,-0.0078204,0.0037228419,-0.0034230112,-0.008958774,-0.008541239,0.009875116,0.39830175,0.05886851,0.42475858,-0.59729004,-0.035645403,-0.13234809,-0.009517806,Pattern 1
-0.010219061,0.009634844,0.07200172,0.08834896,0.10039997,0.24613567,0.04523467,0.0002949777,0.00674666,0.0020876052,0.04986175,-0.03771487,0.062134173,0.11576694,-0.7310072,0.055197302,-0.122042306,-0.013161816,Pattern 1
0.0021915154,0.009467172,0.031357445,0.34154922,0.07804518,0.05080498,-0.023409063,0.0010531684,-0.0018479018,0.029734986,0.068033755,-0.5824662,-0.32587692,0.5447587,-1.216639,-0.2480148,-0.18136384,-0.12470761,Pattern 1
0.019759621,0.04780201,-0.0066808765,0.07090453,-0.024408475,-0.026193624,-0.024643933,0.0037798344,0.024257962,-0.0037126276,-0.011987816,-0.073047094,0.13606076,0.007406178,0.20318805,0.13338423,-0.07657994,0.019004086,Pattern 1
-0.023299713,0.07816615,-0.000303279,0.013881465,-0.027020203,-0.051294584,0.015388052,0.0011075898,-0.019423675,0.00294685,-0.00201246,-0.9519618,-0.21475986,-1.1162461,-0.6188159,-0.6977985,-0.20155779,-0.15928645,Pattern 1
0.023566017,-0.03405877,-0.042513583,0.010069323,-0.06596675,0.030824509,-0.16424794,-0.0005773425,0.029092355,-0.008561995,-0.03026911,-0.09603997,0.2733216,0.16390993,0.55692166,0.12530454,-0.0884508,0.29318684,Pattern 1
0.063223474,0.010703837,0.018215157,0.018045256,0.021316707,0.04445046,-0.007815291,-0.00014875668,0.07307533,0.0016174301,0.05215753,-0.1981278,-0.24357675,-0.056423355,0.11120091,-0.34457347,-0.08064943,-0.071490034,Pattern 1
-0.0019109574,0.0014530509,-0.005646751,-0.0680037,-0.001033161,-0.035207957,-2.5981094e-06,0.00045065224,-0.00094750634,0.0045919325,-0.010084081,-0.52836865,-0.31947604,-0.076168954,-0.37339365,-0.41138917,-0.03647989,-0.15482765,Pattern 1
-0.003112859,0.0061924383,0.017412772,0.01653098,0.117375754,-0.071677275,-0.018981868,-0.00084130414,0.00060086563,0.05007445,-0.008493047,-0.04265591,0.09902832,0.0735985,0.23944373,0.34481367,0.040838946,-0.10208011,Pattern 1
-0.010694059,-0.03785871,0.12792486,-0.22780468,0.0081395805,-0.2917063,-0.25510222,0.012148324,-0.009681712,0.05877042,-0.035987236,0.6578086,0.008195639,0.69580114,-0.18281542,0.13535269,0.26300493,0.057600316,Pattern 1
-0.023830865,-0.0026194248,-0.010142512,-0.017652111,0.0074510677,0.05976388,0.057451416,0.00055040827,0.002433592,-0.0077886595,-0.07715472,-0.12299328,0.0668879,-0.23834963,-0.58116156,-0.022435145,0.2845949,0.19962482,Pattern 1
0.0019293614,0.012056221,0.10465269,-0.042141043,0.28913933,-0.11619864,0.033572156,-0.002825973,-0.0011656819,0.032310378,-0.019407203,-0.0037276696,0.07726896,-0.02225765,0.14877634,0.21918038,0.16544145,0.015652234,Pattern 1
0.03247107,0.04938042,0.11071968,-0.14248629,0.049686354,0.06589788,-0.006334292,0.00040421527,0.028374972,-0.008418401,0.14152351,0.43415225,0.08523005,0.16494891,0.35200742,0.43251115,0.05233408,0.15654911,Pattern 1
-0.022918137,0.027503407,0.027702142,0.03194885,0.02280049,0.07541988,-0.12598026,-4.349044e-05,-0.029513035,-0.0006436263,0.03494437,0.41266683,0.009438837,0.36824226,-0.435197,-0.04649808,-0.06864448,-0.025829991,Pattern 1
0.017161544,0.019087682,-0.042198572,0.104203,-0.12714048,-0.035411004,-0.0059585576,0.0018435793,0.020571113,0.007971669,-0.05188732,-0.39413446,-0.287491,-0.43057603,0.08942632,-1.4616846,-0.5815802,-0.3953697,Pattern 1
0.003238125,-0.00020834607,-0.00822059,-0.034198202,0.05820463,0.006899576,-0.042110138,-0.0011244804,0.00102682,0.001763648,0.0012297408,0.23265256,0.066918656,0.061107017,0.2911052,0.19278267,0.01577966,0.037738986,Pattern 1
-0.05759829,0.012847648,-0.023920547,-0.07078275,-0.0065966826,-0.03536769,-0.060911752,-0.0015915625,0.018195504,-0.01903233,-0.0161963,-0.16195278,-0.056733813,-0.14799716,0.4873047,0.28249627,-0.027221108,0.09535956,Pattern 1
-0.002745668,0.04943039,0.15826887,-0.025522303,0.12271571,-0.0059825177,0.015887635,-0.0022354354,-0.00031280317,0.040131297,-0.007909604,-0.041434385,0.104068354,0.074211776,0.23847124,0.34170452,0.041470937,-0.10166611,Pattern 1
0.023770113,0.02379694,0.0075073927,0.073415264,0.017996041,-0.097161785,0.016464347,-0.00055719656,0.022898119,0.0069706477,0.009218087,-0.20839721,-0.13601148,0.01993128,0.3737082,0.019399764,-0.16450962,-0.08874635,Pattern 1
-0.009202838,-0.04572834,-0.006798446,-0.07829228,0.0068064076,0.015386231,0.017039621,-0.0045544864,-0.0038569714,0.008863217,0.0076300115,-0.006217482,0.4026653,0.091242075,0.2042239,-0.14705212,0.2889702,0.102228336,Pattern 1
-0.022331972,0.047957122,0.092190586,-0.12623818,0.038842402,0.054935277,0.04679848,0.0,0.014959003,1.6975306e-05,0.17092577,0.08045341,0.1352395,0.09956454,0.44098496,0.24018425,0.33992597,0.15496436,Pattern 1
-0.011179118,-0.0485825,-0.00063889683,0.026470607,-0.06989885,-0.04528807,-0.11498772,0.0004157479,-0.024180973,-0.006460473,-0.022335876,-0.342284,-0.26457682,-0.12052141,-1.3007628,0.007254194,-0.013749428,-0.053038936,Pattern 1
0.017784394,0.018420458,0.00690914,-0.052561387,-0.002216614,0.0062711057,-0.024322823,-0.00031576297,0.018429147,-0.01192201,0.02637316,0.13992281,0.1419199,-0.0042179134,0.15520978,-0.39206755,0.1721059,0.10767263,Pattern 1
-0.005099938,0.13141824,0.34592545,0.0916777,0.08921758,-0.0064373063,0.005316656,0.0019017687,0.0,0.13593872,0.0,0.12385167,0.1677615,0.04534815,0.284076,0.038061664,0.016065834,0.041339133,Pattern 2
0.006042583,-0.014908602,0.008271458,0.35090593,0.046070237,0.02710899,0.018448288,-0.0001317688,0.019830994,-0.00643067,0.0131942555,0.07872963,0.2847958,-0.24804562,-0.43351272,-0.013446538,0.031141814,0.25239813,Pattern 2
0.004601119,0.032558955,0.3001666,0.16147955,0.13152865,-0.10745007,0.013108446,0.013361926,0.0,0.13533682,0.0,0.01027948,-0.06454104,0.041824345,-0.20525925,-0.05822269,0.17767547,-0.21137142,Pattern 2
-0.027217178,0.0054411585,-0.018095795,0.18875721,0.045689683,0.009407633,0.06708265,-0.023612347,-0.0003187512,0.06444376,-0.018087367,-0.4412423,-0.493606,-0.1329527,-0.7352688,0.039669577,0.020352677,-0.034068733,Pattern 2
-0.0042719785,0.09500112,0.25589764,0.08298074,0.11961615,0.046533182,-0.0012002569,-0.0009507951,0.0,0.08060882,0.0,-0.33754903,-0.29315507,0.08616614,0.2957711,0.21109696,0.15624152,0.13790885,Pattern 2
0.032971207,-0.0004181265,-0.041813184,0.049588047,-0.03985388,-0.021142205,0.01034072,-4.436918e-05,0.033692393,-0.015407976,-0.023945145,0.20501746,0.2331663,0.09063241,0.5300315,-0.0286828,0.051453967,0.07167627,Pattern 2
0.009803255,0.004076592,-0.034214843,-0.012394574,-0.027524775,0.0126045365,0.015565987,-0.00027748835,-0.0050084977,0.119584985,0.0032916253,-0.08335461,-0.18931346,0.20251179,0.34834477,0.11651991,0.28274217,0.17691167,Pattern 2
0.0052027046,-0.008094073,0.0024935878,-0.2212767,0.010435228,-0.22378293,-0.040504318,-0.0020234173,0.017515106,-0.021538433,0.03731174,-0.21646787,0.124403164,0.12719604,0.17161407,-0.34299308,0.076908976,-0.43583182,Pattern 2
-0.12071899,-0.11837362,0.02415318,-0.031665992,0.1485697,-0.32455856,0.09446888,8.994061e-05,-0.18166082,-0.016260583,0.28530285,-0.00618218,-0.2012455,-0.04887877,-0.45790893,-0.5597527,-0.6660953,0.19072759,Pattern 2
0.0075494866,-0.05942539,-0.078052975,-0.0058643753,-0.016695673,0.035102434,0.0038560112,-0.006993357,-0.0025693062,-0.04756005,-0.03152445,0.18712161,0.18928005,0.15416922,0.33474463,0.20663449,-0.01973298,0.04612387,Pattern 2
-0.0044922368,0.010429555,0.009306292,0.09468456,0.1316484,0.007980568,0.058400933,-0.00043077502,0.008810799,-0.016451592,0.060404807,0.16349147,0.2613858,0.076075554,0.25635186,-0.020104596,0.11515933,0.07544881,Pattern 2
0.0076828,0.003345608,0.14465638,0.17066637,-0.0652035,-0.07323461,-0.0050787614,0.002800659,0.00022756596,0.032478824,7.763351e-05,-0.012050291,0.13884,-0.31756103,-1.0509542,-0.10888513,-0.11417713,-0.30034482,Pattern 2
-0.014939249,-0.07468693,-0.06843519,0.02392565,-0.024735734,0.004632103,5.4898243e-05,-0.01564093,-0.001254037,-0.040833067,-0.0070816157,0.22529098,-0.14182727,-0.015314445,-0.34399197,-0.0738543,0.0736805,-0.2270646,Pattern 2
-0.000346714,0.0147945,-0.0014931328,0.053830653,0.07864725,0.020252323,-0.14494668,0.0,-0.0133409975,-0.025868757,0.06288676,0.0854516,0.19876288,0.034184545,0.08486531,-0.044044677,0.03901508,-0.011183851,Pattern 2
0.011207311,0.08861792,0.2117719,0.13996582,0.16100913,0.16281305,0.009394353,0.0019236852,0.0,0.11608044,0.0,-0.2387678,-0.32674387,-0.07927895,-0.21852218,0.06109306,0.33598375,0.23418458,Pattern 2
0.0032749712,-0.0049797115,-0.026578851,0.08632934,-0.04330772,0.04681689,-0.009295372,-0.00026670675,0.0028925373,-0.008629528,0.023679104,0.21692328,0.3717288,0.18918532,-0.1623218,0.16068344,-0.09439501,0.2057355,Pattern 2
