line_id,key,cad_lyr,geom_match_score,geom_match_type,line_mean_all_kwh,normal_mean_kwh,seasonality_ratio,summer_winter_ratio,peak_month,trough_month,peak_doy,trough_doy,lag1,active,y2021,y2022,y2023,y2024,y2025,mean_share,share_cv,log10_mean_share,cluster_id,cluster_display,pc1,pc2,pc3,pattern,load_kwh_2021,co2_proxy_t_2021,load_kwh_2022,co2_proxy_t_2022,load_kwh_2023,co2_proxy_t_2023,load_kwh_2024,co2_proxy_t_2024,load_kwh_2025,co2_proxy_t_2025,co2_proxy_t_2021_2025,mean_annual_co2_proxy_t,co2_proxy_change_2025_vs_2021_pct,annual_tmean_c,year,pattern_label,annual_mean_kwh_per_day,log10_annual_mean_kwh_per_day,temperature_tertile,load_tertile,bivariate_color
五俪一回（477）,五俪一回,五桥一回,1.0,exact_clean,39517.64271257273,38136.5078125,1.0727066911975136,1.6717313528060913,8,4,240,90,0.9491925580023688,1,43659.09061958751,45678.91171167064,30684.187300212532,38041.293019175755,39528.77570589773,0.004521938847811196,0.5627530088129095,-2.3445792840731596,1.0,2.0,-1.9021729,1.5504247,2.2485921,2,15935568.07614944,10336.73536577679,16672802.774759784,10626.918178275135,11199728.364577575,7113.0580337730835,13923113.245018326,8290.214918474083,14428003.132652672,8153.737119754117,44520.66361605321,8904.132723210641,-21.118836545339235,18.47273972001794,2021,Pattern 2,43659.09061958751,4.6400746854957,1,2,#627F8C
五俪二回（482）,五俪二回,五星二回,1.0,exact_clean,52983.05701115835,54216.1328125,0.7789112298648422,2.1111958026885986,8,2,219,329,0.9452449349252378,1,55468.56423129162,54300.34233696097,47794.75109901603,53969.07428081712,53379.8516905289,0.006397979156026782,0.5387740661117678,-2.1938893044952774,0.0,1.0,-1.767822,-1.2391368,-2.8311493,1,20246025.94442144,13132.748791639187,19819624.952990755,12632.641046914048,17445084.15114085,11079.545140003956,19752681.186779067,11761.304341404331,19483645.86704305,11010.846412607107,59617.08573256864,11923.417146513728,-16.157336234002784,16.34109589539162,2021,Pattern 1,55468.56423129162,4.744046924586293,0,2,#64ACBE
五友线（488）,五友线,五友线,1.0,exact_clean,9491.62491019595,6465.62451171875,1.1422208526326767,0.5113343000411987,1,3,366,30,0.9762245392688554,1,4796.074954436914,3945.611503592987,10985.003410840016,18270.02708971303,9437.357175466623,0.001251063871030978,0.9228042169564203,-2.9023735160706527,0.0,1.0,4.4673705,-1.291361,-3.5654025,1,1750567.3583694736,1135.5197026527703,1440148.1988114403,917.9222761831048,4009526.2449566056,2546.4896950997,6686829.914834969,3981.527417159974,3444635.369045317,1946.6762665887243,10528.135357684272,2105.6270715368546,71.43482953584619,16.34109589539162,2021,Pattern 1,4796.074954436914,3.6808859617587495,0,0,#E8E8E8
五星二回（481）,五星二回,五星二回,1.0,exact_clean,19339.598993539523,19411.57421875,1.0479326273810143,1.908393383026123,8,4,240,329,0.9654455079394472,1,19408.672355166975,19412.33174016056,15437.499617319514,21636.41394090178,20796.784670457393,0.0021949828536587247,0.48295464718633363,-2.6583710552012136,1.0,2.0,-2.592864,1.1750511,1.5557787,2,7084165.409635946,4595.20129918648,7085501.085158604,4516.15971839174,5634687.360321622,3578.645560985182,7918927.502370052,4715.15312438849,7590826.404716948,4289.8246179109865,21694.98432086288,4338.996864172576,-6.645556122417462,16.34109589539162,2021,Pattern 2,19408.672355166975,4.2879958286111775,0,1,#B0D5DF
五桥一回（462）,五桥一回,五桥一回,1.0,exact_clean,38262.158009300016,39188.12109375,0.653259183790847,1.3269726037979126,8,10,234,133,0.9394247537160887,1,25935.358904109587,40789.00353881279,39906.53499995019,45368.97301912568,39291.44885844749,0.004297831350316633,0.49506145725395634,-2.3666495925809627,0.0,1.0,-0.3426438,-0.52209455,-0.015647905,1,9466406.0,6140.4609625090825,14887986.291666668,9489.311083337217,14565885.274981821,9250.937513977316,16605044.125,9887.112322113,14341378.833333334,8104.782891068493,42872.60477300511,8574.520954601021,31.989812174569376,18.47273972001794,2021,Pattern 1,25935.358904109587,4.413892262315947,1,1,#AD9EA5
五桥三回（461）,五桥三回,五桥三回,1.0,exact_clean,38659.336161305975,38874.9375,0.5685573851404906,1.383887529373169,8,12,229,103,0.9517059535246569,1,23463.438502983092,27030.857726868835,43672.80752734229,57153.313551007814,41925.5950671232,0.004728607139308896,0.6712226084480091,-2.3251749320563095,0.0,1.0,-0.59879047,-0.5973118,-0.96782863,1,8564155.053588828,5555.208574768194,9866263.070307124,6288.562984276172,15940574.747479934,10124.01636714152,20918112.75966886,12455.23522036839,15302842.199499967,8648.137329372892,43071.160475927165,8614.232095185433,55.67619492547602,18.47273972001794,2021,Pattern 1,23463.438502983092,4.370391657116468,1,1,#AD9EA5
五桥二回（479）,五桥二回,五桥二回,1.0,exact_clean,34576.16806035602,34184.375,0.9380996891854831,1.7136117219924927,8,4,240,148,0.9514860086240594,1,32851.80242348038,38801.97121577162,29406.87274868983,37611.76819180336,34200.10900934602,0.003954176320986673,0.47394876698833466,-2.4028341509716964,1.0,2.0,-2.34214,0.96046877,1.0587808,2,11990907.88457034,7777.9995671268,14162719.49375664,9027.04022084748,10733508.55327179,6816.957229685602,13765907.158200031,8196.609973712015,12483039.788411299,7054.574632007535,38873.18162337943,7774.6363246758865,-9.300912514533588,16.34109589539162,2021,Pattern 2,32851.80242348038,4.5165592022397085,0,2,#64ACBE
五桥五回（472）,五桥五回,五桥五回,1.0,exact_clean,3805.840031018778,2912.263671875,1.142477590892233,1.9260098934173584,8,4,240,329,0.9208501555874125,1,3885.923806677919,2704.6378915706723,2774.2978800685464,3991.026690157185,5672.806525909597,0.0004933332556610446,2.0256202891857633,-3.30598017192995,1.0,2.0,-3.5316103,1.736857,1.7825053,2,1418362.1894374404,920.0321278148767,987192.8304232954,629.2173893503846,1012618.7262250194,643.124148305682,1460715.7685975297,869.7514301128302,2070574.3819570031,1170.1493992031546,4232.274494786929,846.4548989573857,27.18571056668633,18.47273972001794,2021,Pattern 2,3885.923806677919,3.589494280910252,1,0,#E4ACAC
五桥六回（485）,五桥六回,五桥六回,1.0,exact_clean,36187.94223011452,36852.91796875,0.8598510845530698,1.6853318214416504,8,3,248,329,0.9525681051150824,1,28861.602689920484,34735.099290762344,31958.896892898265,42370.41042635622,42996.76358160447,0.0042020931401945,0.5428667852912961,-2.3764309859583213,1.0,2.0,-1.5701234,0.32631052,-0.093415186,2,10534484.981820976,6833.279049198811,12678311.241128255,8080.907452593374,11664997.365907867,7408.5549690599455,15507570.216046376,9233.645355886983,15693818.707285631,8869.090959280908,40425.47778602003,8085.095557204006,29.79260608888483,18.47273972001794,2021,Pattern 2,28861.602689920484,4.460320443876766,1,2,#627F8C
五桥四回（467）,五桥四回,五桥四回,1.0,exact_clean,39369.693573689445,39336.7109375,0.4384581117471573,1.1532642841339111,8,10,216,290,0.9142898092503878,1,33673.84383561644,46850.10319634704,45917.6213668226,38583.88661202186,31825.16575342466,0.004366574427881732,0.5353642809215265,-2.359759685465141,0.0,1.0,0.8066486,-1.1552814,-1.1841092,1,12290953.0,7972.626262652785,17100287.666666668,10899.388681891987,16759931.798890248,10644.39811813969,14121702.5,8408.460570529438,11616185.5,6564.686882202359,44489.56051541626,8897.912103083252,-17.65966864702815,18.47273972001794,2021,Pattern 1,33673.84383561644,4.527292693498758,1,2,#627F8C
五水一回（441）,五水一回,五水一回,1.0,exact_clean,193.57068999915128,198.43812561035156,1.0080339121408712,0.9405151009559631,9,7,201,218,0.1702498037816301,1,191.3741801139277,198.4326327018371,183.03718291898247,198.43813384072345,196.55798495770622,2.3594243273321204e-05,0.5722689085342643,-4.609166535465974,0.0,1.0,2.5036407,-2.3851035,-2.8879457,1,69851.57574158361,45.30979064398259,72427.91093617053,46.164132913949885,66808.5717654286,42.430783377210176,72628.35698570478,43.244975314883945,71743.66450956278,40.544694580424334,217.69437683045095,43.53887536609019,-10.51670289319928,18.47273972001794,2021,Pattern 1,191.3741801139277,2.2818833431040457,1,0,#E4ACAC
五水二回（465）,五水二回,五水二回,1.0,exact_clean,27507.654562155476,26445.005859375,1.0079004054921463,1.7085063457489014,7,4,195,121,0.9412750034601645,1,36286.2508446177,29631.024264018426,24860.136563931548,20860.659847677434,25918.41223495549,0.003233841813029297,0.7255221689631878,-2.4901469519066257,1.0,2.0,-1.4155902,-0.44434622,0.37529394,2,13244481.558285462,8591.140288861829,10815323.856366726,6893.475754847235,9073949.845835015,5762.9551135462025,7635001.504249941,4546.095564923462,9460220.465758754,5346.280428657823,31139.947150836553,6227.98943016731,-37.76983905629937,18.47273972001794,2021,Pattern 2,36286.2508446177,4.559742098495196,1,2,#627F8C
五汇线（463）,五汇线,五汇线,1.0,exact_clean,5990.339240755074,3535.15087890625,1.0213699737665347,2.7592594623565674,7,4,207,145,0.9799350905810841,1,2478.4688403484097,2673.0996394731424,2740.458847503788,10854.253093590554,11192.089991481853,0.0006656826960292907,1.5406642141565376,-3.1760808169856114,1.0,2.0,-6.1305823,3.6375532,3.7773523,2,904641.1267271695,586.8027975715828,975681.368407697,621.8802087572525,1000267.4793388826,635.2797494925449,3972656.632254143,2365.431976247993,4085112.846890876,2308.63106639446,6518.025798463834,1303.6051596927668,293.425368104663,18.47273972001794,2021,Pattern 2,2478.4688403484097,3.394183463265455,1,0,#E4ACAC
五联一回（469）,五联一回,五联一回,1.0,exact_clean,45104.1663562317,30217.556640625,0.6088778131039172,1.520917534828186,12,2,350,122,0.9456895359182749,1,93739.95020271449,56589.22734910341,25880.45316710338,24151.332558178212,25217.273528163256,0.005058950311491417,0.935614915965178,-2.295853747893609,0.0,1.0,3.6268234,-0.16094938,-0.8390916,1,34215081.82399079,22193.89008555829,20655067.982422743,13165.136083071036,9446365.405992733,5999.479911813654,8839387.716293225,5263.221136408576,9204304.837779589,5201.654125475474,51823.38134232703,10364.676268465406,-76.56267510822619,18.47273972001794,2021,Pattern 1,93739.95020271449,4.971924718474867,1,2,#627F8C
五联三回（484）,五联三回,五联三回,1.0,exact_clean,81886.54456163774,87027.171875,0.6648917929547506,1.711721658706665,7,2,195,366,0.9430386968087519,1,51219.52286883115,69130.49436236074,84803.89377325823,98992.72350965398,105239.22205039144,0.010115757320986952,0.6174626725957544,-1.994958667661467,0.0,1.0,0.33071458,-1.7289232,-3.0326455,1,18695125.84712337,12126.744875875343,25232630.44226167,16082.784805593818,30953421.22723925,19658.823354103806,36231336.804533355,21573.161376150696,38412316.04839288,21708.057888529405,91149.57230025307,18229.914460050615,79.00976816717649,18.47273972001794,2021,Pattern 1,51219.52286883115,4.709435528517438,1,2,#627F8C
五联二回（471）,五联二回,五联二回,1.0,exact_clean,52122.29914811158,56017.64453125,0.5141731989160503,1.3611342906951904,7,11,196,122,0.7239687019629475,1,45014.03369351799,51278.16531863155,57329.15939732348,51279.297356545234,55713.14956848914,0.0060337531671047,0.5540552960612728,-2.2193404886746113,0.0,1.0,0.77931,-2.0628152,-2.0521262,1,16430122.298134066,10657.531969465736,18716530.341300517,11929.550130546077,20925143.18002307,13289.764979949947,18768222.832495555,11175.13002882968,20335299.592498537,11492.143826433396,58544.12093522484,11708.824187044967,7.831192619068439,18.47273972001794,2021,Pattern 1,45014.03369351799,4.653347931675306,1,2,#627F8C
五茂一回（478）,五茂一回,五茂一回,1.0,exact_clean,21194.9715950201,21173.45703125,1.0791873485468337,1.8581812381744385,8,11,240,327,0.9612646637641954,1,13966.097646626518,21810.595392164338,21308.53181268858,25452.14708768206,23425.82254143854,0.002350001397614377,0.5530236952169123,-2.6287471126972504,1.0,2.0,-3.163526,1.1197097,1.4225802,2,5097625.641018679,3306.6161804343214,7960867.318139983,5074.10102313749,7777614.111631332,4939.639492980933,9315485.834091634,5546.703404301644,8550425.227625068,4832.125341752024,23699.185442606413,4739.837088521283,46.13505402726628,18.47273972001794,2021,Pattern 2,13966.097646626518,4.145075074168038,2,1,#985356
五药线（456）,五药线,五药线,1.0,exact_clean,20259.881467369152,21686.43359375,0.8737380053089786,1.9206554889678955,9,1,222,31,0.6617573356001271,1,21856.10287731802,19771.6550060077,21422.76415905808,19363.870963837246,18887.469153922048,0.0023398523808054288,0.6408637961475642,-2.6306259729855825,0.0,1.0,-1.1662284,-1.3682493,-2.5706015,1,7977477.550221077,5174.655458093084,7216654.07719281,4599.754068664593,7819308.918056198,4966.120276099301,7087176.772764432,4219.905245147445,6893926.241181548,3895.9835104523013,22856.418558456724,4571.283711691345,-24.710281834145288,16.34109589539162,2021,Pattern 1,21856.10287731802,4.339572726243128,0,1,#B0D5DF
五郦三回（483）,五郦三回,五郦三回,1.0,exact_clean,5056.22596292159,4257.90869140625,1.1067011444810249,1.9402289390563965,8,2,230,30,0.98330125761865,1,2758.679356486918,2316.0845885775843,3749.755391020687,7835.077885415205,8613.919300169211,0.0006432717882866971,0.7741304145192481,-3.190930885353423,1.0,2.0,-3.1275272,1.6699163,0.3785159,2,1006917.9651177251,653.1454975895259,845370.8748308183,538.8228505122114,1368660.7177225507,869.2499314980679,2867638.506061965,1707.4729699732716,3144080.544561762,1776.8228914278484,5545.5141410009255,1109.102828200185,172.04090022595636,18.47273972001794,2021,Pattern 2,2758.679356486918,3.4407012250167495,2,0,#C85A5A
五长线（454）,五长线,五长线,1.0,exact_clean,4254.222727416427,3001.20556640625,1.1031400304792882,2.070349931716919,8,3,220,308,0.9778903765000175,1,1409.0593607305937,737.0082191780822,9458.7809139609,5391.718579234973,4271.4301369863015,0.0005160446909544901,1.2542330266115338,-3.2864719168749392,1.0,2.0,-3.5168684,1.6821338,-0.34890243,2,514306.6666666667,333.6091869950262,269008.0,171.4604343325608,3452455.033595728,2192.6882700681163,1973369.0,1174.999645234355,1559072.0,881.0826503079686,4753.840186938027,950.7680373876053,164.1062310796329,16.34109589539162,2021,Pattern 2,1409.0593607305937,3.1489292894150354,0,0,#E8E8E8
五长线（455）,五长线,五长线,1.0,exact_clean,20217.779526446237,20348.060546875,0.9756524803164307,1.744222640991211,8,11,236,360,0.955178846849358,1,8471.872855025014,15565.664697741793,20190.56284383665,28070.72068700524,28768.56164133328,0.002422364287842758,0.7214578087599913,-2.6155812964245415,1.0,2.0,-3.162783,0.5712721,0.7202754,2,3092233.5920841303,2005.8023772857237,5681467.614675755,3621.2562632289114,7369555.438000377,4680.477401523287,10273883.771443918,6117.360608495219,10500524.999086646,5934.190592750266,22359.087243283408,4471.817448656681,195.85120946862594,16.34109589539162,2021,Pattern 2,8471.872855025014,3.927979429302522,0,0,#E8E8E8
五陆线（459）,五陆线,五陆线,1.0,exact_clean,35718.50798449789,36612.87109375,0.3630553847023785,1.3480488061904907,8,4,216,111,0.865815650676305,1,34814.47123287671,36847.63595890411,35095.43526399948,32652.700364298726,39190.69657534247,0.004100960950099202,0.4511008459251598,-2.3870084783501877,0.0,1.0,0.475502,-1.134155,-1.481445,1,12707282.0,8242.68144220672,13449387.125,8572.376129926437,12809833.871359812,8135.651934037882,11950888.333333334,7115.896495740057,14304604.25,8084.000369576665,40150.60637148776,8030.121274297552,-1.9251147062110952,16.34109589539162,2021,Pattern 1,34814.47123287671,4.541759803435546,0,2,#64ACBE
五陈线（458）,五陈线,五陈线,1.0,exact_clean,22162.56220718168,21433.3515625,1.6610778292920387,1.7278543710708618,8,5,221,152,0.9565984127300386,1,17127.744884252348,24881.52402095907,20755.58255005259,30554.865667986658,17470.101300436334,0.0023589829758448888,0.6923587027985241,-2.6270911298787456,1.0,2.0,-3.6048462,2.3021295,4.526467,2,6251626.882752107,4055.1684372835543,9081756.26765006,5788.533702171443,7575787.630769195,4811.45750281186,11183080.834483117,6658.722222323741,6376586.974659262,3603.6181469182015,24917.5000115088,4983.50000230176,-11.135179644173643,18.47273972001794,2021,Pattern 2,17127.744884252348,4.233700185569276,2,1,#985356
五雄线（476）,五雄线,五雄线,1.0,exact_clean,32115.794190803506,32983.6640625,1.1703008194871087,2.0194265842437744,6,1,194,38,0.8559757885541212,1,39970.928472389554,33536.254747663974,33611.04587485694,30368.241976346173,23097.28769704707,0.003814640366663582,0.7070334250578612,-2.418432565344718,0.0,1.0,1.515045,-3.3021407,-4.229192,1,14589388.892422188,9463.525329547674,12240732.98289735,7802.003634823062,12268031.744322784,7791.548055177295,11114776.5633427,6618.051929865523,8430510.009422181,4764.357324452978,36439.48627386653,7287.8972547733065,-49.6555759239385,16.34109589539162,2021,Pattern 1,39970.928472389554,4.601744236470065,0,2,#64ACBE
五龙一回（475）,五龙一回,五龙一回,1.0,exact_clean,33427.35541852234,32802.75390625,1.0322646131202065,1.7927100658416748,8,4,215,148,0.9534327083453752,1,29195.577305603772,36989.799951127054,34893.61205063982,32097.096653291406,33964.335676511946,0.0035543192464578192,0.45682455673735795,-2.449121396129721,1.0,2.0,-3.036634,0.91207284,1.4720887,2,10656385.716545377,6912.350948595092,13501276.982161375,8605.449709323124,12736168.398483535,8088.866265082592,11747537.375104655,6994.8155910654805,12396982.52192686,7005.94085214851,37607.423366214796,7521.48467324296,1.353951850092927,16.34109589539162,2021,Pattern 2,29195.577305603772,4.465317067296134,0,2,#64ACBE
五龙二回（487）,五龙二回,五龙二回,1.0,exact_clean,12345.407964745857,12544.4697265625,1.3448034519693493,2.444667339324951,8,3,221,329,0.9831857627602265,1,6071.657608031967,1724.253014987533,11774.137299212245,21493.72511039143,20638.20290851529,0.0016310651193625447,0.8576198389255631,-2.7872625168961247,1.0,2.0,-5.2283344,2.7995915,1.2118434,2,2216155.026931668,1437.5269167350498,629352.3504704495,401.1368708732874,4297560.114212469,2729.422848566984,7866703.390403264,4684.057412925679,7532944.061608081,4257.113410043488,13509.257459144488,2701.8514918288975,196.1414746732089,16.34109589539162,2021,Pattern 2,6071.657608031967,3.7833072729113058,0,0,#E8E8E8
光国一回（454）,光国一回,光国一回,1.0,exact_clean,32982.35880749335,35180.0234375,0.7697735453558849,1.5163782835006714,8,10,216,299,0.96461034660731,1,38740.654595999345,43452.595044602895,41177.10258390783,19658.052785487376,21919.893975474806,0.0033952559668066354,0.5833517625772214,-2.4689995855710585,1.0,2.0,-0.98439986,0.17020836,0.31269935,2,14140338.92753976,9172.245430969837,15860197.191280056,10108.979283206965,15029642.443126358,9545.474269085016,7194847.31948838,4284.015330084843,8000761.301048304,4521.492254115956,37632.206567462614,7526.441313492523,-50.704630745604995,18.47273972001794,2021,Pattern 2,38740.654595999345,4.588166954664676,2,2,#574249
光国二回（459）,光国二回,光国二回,1.0,exact_clean,19400.392728606552,18184.26953125,1.5806207198824833,0.9738062620162964,7,11,178,318,0.9611770641438392,1,32420.706180025998,31244.471045244456,20282.348468689648,7648.770449686087,5437.863724808261,0.0019362078721277853,1.1736700730014042,-2.7128237748027066,0.0,1.0,-1.4153076,-2.8434029,-1.4383309,1,11833557.75570949,7675.933130961287,11404231.931514226,7268.834236181407,7403057.191071722,4701.754695585462,2799449.984585108,1666.8715981343694,1984820.2595550155,1121.6869359937727,22435.0805968563,4487.01611937126,-85.3869631632226,18.47273972001794,2021,Pattern 1,32420.706180025998,4.510822470313495,2,2,#574249
光山线（461）,光山线,光山线,1.0,exact_clean,35293.201835045824,34125.59765625,1.0678513185380338,1.9214451313018799,8,10,215,314,0.9482104592042491,1,30622.282749703823,36528.52501063066,37161.08867619124,36456.657457051166,35694.267732002896,0.003921749083885704,0.5071642905627001,-2.4064094703483967,1.0,2.0,-2.8420227,0.114699,0.64951247,2,11177133.203641895,7250.13802595485,13332911.628880192,8498.136928290045,13563797.366809802,8614.501592163895,13343136.629280727,7944.880458605757,13028407.722181058,7362.779913404956,39670.4369184195,7934.0873836839,1.5536516276911883,18.47273972001794,2021,Pattern 2,30622.282749703823,4.486037562216175,2,2,#574249
光岩一回（453）,光岩一回,光岩一回,1.0,exact_clean,32605.770904636753,32928.265625,1.1769621784380726,1.5938862562179565,8,6,240,157,0.9543492394316468,1,20811.423435405388,34782.90134681415,29869.503590412896,39116.323968510536,38430.86505035893,0.003730013664161454,0.6348233007352888,-2.4281731604314163,1.0,2.0,-1.1204127,1.9069769,2.3694782,2,7596169.553922966,4927.31693638156,12695758.991587164,8092.0283072587035,10902368.810500707,6924.202045824716,14316574.572474856,8524.49290711932,14027265.74338101,7927.267296027585,36395.307492611886,7279.061498522377,60.88405512329553,18.47273972001794,2021,Pattern 2,20811.423435405388,4.318301785593669,2,1,#985356
