scenario,period,line_name,pattern,model_count,baseline_gwh_mean,annual_counterfactual_gwh_mean,annual_change_gwh_mean,annual_change_gwh_p10,annual_change_gwh_p90,annual_change_pct_mean,annual_change_pct_p10,annual_change_pct_p90
ssp585,2030s,五龙一回（475）,Pattern 2,33,11.958481022296066,12.853028575889383,0.8945475535933157,0.5262514750102582,1.254310352800228,7.483104940178915,4.3913423298796,10.587276667960474
ssp585,2030s,五龙二回（487）,Pattern 2,33,4.575549752417701,4.973287265807117,0.39773751338941665,0.23198838490618806,0.5731635802802074,8.695737658226363,5.071691103480611,12.536524309556627
ssp585,2030s,光国一回（454）,Pattern 2,33,12.843384393468064,13.795324839797042,0.9519404463289777,0.6203282541029208,1.3129383208435754,7.414552949487959,4.831474427946211,10.236722690127763
ssp585,2030s,光国二回（459）,Pattern 1,33,6.64922306920423,6.735832574975324,0.08660950577109416,0.06027507591647134,0.10978608891395493,1.30289792679003,0.9046667730815618,1.6477667459045888
ssp585,2030s,光山线（461）,Pattern 2,33,12.424182398171135,13.446134478539527,1.0219520803683908,0.6668100761629143,1.3828661609575017,8.22849460961552,5.367506491263207,11.189210324195683
ssp585,2030s,光岩一回（453）,Pattern 2,33,11.980967505824937,12.941872591103875,0.9609050852789371,0.6363637677077032,1.314140110550773,8.022762299202924,5.303967541402785,11.000138282406155
ssp585,2030s,光岩三回（463）,Pattern 2,33,3.963467810330793,4.302324717448616,0.33885690711782196,0.22043527163372537,0.4628658853956892,8.5524624469909,5.563752151363344,11.68636105653997
ssp585,2030s,光岩二回（458）,Pattern 2,33,7.866982107945445,8.450630656192264,0.5836485482468198,0.3815114927198115,0.7971236317717214,7.421822379072836,4.85082778569981,10.153722899173214
ssp585,2030s,光明一回（452）,Pattern 1,33,11.030139599282432,11.188452431936014,0.15831283265358057,0.10986477395783786,0.2175716292968073,1.4358214200837724,0.9961253456006832,1.9913006375783886
ssp585,2030s,光明三回（454）,Pattern 1,33,2.1635269896369858,2.1958219583101144,0.032294968673128734,0.023091090998302942,0.04372251175758485,1.4932146280117828,1.0659534532575698,2.0371210657870513
