line_name,raw_annual_mean_c,raw_jas_mean_c,raw_cdd24,raw_hdd18,raw_days,scenario,model,year
江都线（481）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
江高线（461）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
油小线（466）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油新一回（482）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油沙一回（472）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油沙三回（468）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油沙二回487,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油源线（469）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油玉线（478）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油盐线（479）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油茨一回（467）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
油茨二回（481）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油铁一回（483）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油铁二回（471）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
油高线（473）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
清云一回（476）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清医一回（451）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清寰线（466）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清永线（468）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清沙线（455）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清泉一回（453）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清泉三回（477）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清泉二回（452）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清泉五回（467）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清泉六回（472）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清泉四回（478）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清牌一回（474）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清瑞线（454）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清电线（458）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清胜线（459）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清达三回（465）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清达二回（469）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
清鑫线（466）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
瀼河线（457）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
熊园一回(453),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
熊园二回(467),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
熊家一回(465),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
熊家二回(466),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
熊铁一回(456),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申凤线(464),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申化线(451),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申叶线(459),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申周线(457),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申园二回(463),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申园线(487),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申城线(468),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申大线(469）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申安一回(483),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申安二回(478),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申明线(458),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申污线(488),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申湖线(455),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申玉线(467),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申筑一回(474),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申筑二回(456),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申纺一回(482),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申纺三回(479),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申纺二回(481),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申萃一回(477),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申萃二回(462),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申运线(486),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申铁一回(461),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申铁二回(465),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申飞一回（471),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
申飞二回(473),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
白双线（457）,18.347027,27.44473,401.66534,1289.6696,365,ssp126,ACCESS-CM2,2023
白土线（454）,16.292406,25.345884,189.38382,1614.425,365,ssp126,ACCESS-CM2,2023
白地线（453）,16.292406,25.345884,189.38382,1614.425,365,ssp126,ACCESS-CM2,2023
白大线（459）,18.347027,27.44473,401.66534,1289.6696,365,ssp126,ACCESS-CM2,2023
白太线（456）,18.347027,27.44473,401.66534,1289.6696,365,ssp126,ACCESS-CM2,2023
白恒一回（458）,16.292406,25.345884,189.38382,1614.425,365,ssp126,ACCESS-CM2,2023
白普线（455）,16.292406,25.345884,189.38382,1614.425,365,ssp126,ACCESS-CM2,2023
白石线（455）,18.347027,27.44473,401.66534,1289.6696,365,ssp126,ACCESS-CM2,2023
白羊线（453）,18.347027,27.44473,401.66534,1289.6696,365,ssp126,ACCESS-CM2,2023
相化线（321）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
相安线（453）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
相思线（451）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
相柱线（454）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
相静二回（458）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
相高线（459）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
相鹿线（452）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
立苇一回（451）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
立苇三回（453）,18.347027,27.44473,401.66534,1289.6696,365,ssp126,ACCESS-CM2,2023
立苇二回（452）,18.347027,27.44473,401.66534,1289.6696,365,ssp126,ACCESS-CM2,2023
红沙一回(459),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
红沙二回(461),18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
罗中线（459）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
罗田线（451）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
罗电线（456),16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
罗铁线（322）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
罗马线（458）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
腾高二回（474）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
腾高线（453）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
至开关站（461）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
走中线（454）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
走马线（453）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
赶场线（452）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
重啤线（466）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
金管一回（466）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
金管三回（463）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
金管二回（465）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
钢厂三回（456）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
钢厂二回（455）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
长坝线（452）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
长坪线（457）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
长大线（459）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
长天线（453）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
长开线（461）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
长戒线（452）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
长楼线（457）,18.347027,27.44473,401.66534,1289.6696,365,ssp126,ACCESS-CM2,2023
长永线（455）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
长河线（461）,18.347027,27.44473,401.66534,1289.6696,365,ssp126,ACCESS-CM2,2023
长流线（454）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
长消线（456）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
长滩线（459）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
长玉线（462）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
长电线（456）,18.16048,27.266132,383.56107,1322.1774,365,ssp126,ACCESS-CM2,2023
长茨线（458）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
长衡线（458）,18.347027,27.44473,401.66534,1289.6696,365,ssp126,ACCESS-CM2,2023
长高二回（453）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
龙代线（451）,15.636811,24.676851,139.42429,1731.2603,365,ssp126,ACCESS-CM2,2023
龙伏一回（454）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
龙医一回（458）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙医二回（469）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙恒线（456）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
龙新线（452）,15.636811,24.676851,139.42429,1731.2603,365,ssp126,ACCESS-CM2,2023
龙梨线（458）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
龙渝线（467）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙燕线（453）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙电一回（478）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙电二回（479）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙电线（457）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
龙相一回（451）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙相一回（455）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙相三回（454）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙相二回（456）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙相二回（472）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙相四回（471）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙石一回（452）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙石二回（473）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙腾一回（477),18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙腾三回（476）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙腾二回（462）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙腾五回（459）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙腾四回（461）,18.31872,27.401937,396.42786,1291.2798,365,ssp126,ACCESS-CM2,2023
龙驹二回（461）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
龙驹线（453）,16.806911,25.868145,238.26215,1529.9137,365,ssp126,ACCESS-CM2,2023
龙高线（454）,15.636811,24.676851,139.42429,1731.2603,365,ssp126,ACCESS-CM2,2023
万书线（462）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
万利高速（457）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
万复线（467）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
万州桥四回（454）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
万永线（463）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
万滨一回（459）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
万滨二回（461）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
三铁二回（462）,17.965553,27.213123,395.19708,1374.9174,366,ssp126,ACCESS-CM2,2024
三高线（461）,17.965553,27.213123,395.19708,1374.9174,366,ssp126,ACCESS-CM2,2024
五乐线（442）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五俪一回（477）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五俪二回（482）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五友线（488）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五星二回（481）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五桥一回（462）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五桥三回（461）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五桥二回（479）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五桥五回（472）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五桥六回（485）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五桥四回（467）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五水一回（441）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五水二回（465）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五汇线（463）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五联一回（469）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五联三回（484）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五联二回（471）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五茂一回（478）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五药线（456）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五郦三回（483）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五长线（454）,18.575047,27.775187,462.72324,1263.7368,366,ssp126,ACCESS-CM2,2024
五长线（455）,18.575047,27.775187,462.72324,1263.7368,366,ssp126,ACCESS-CM2,2024
五陆线（459）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五陈线（458）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五雄线（476）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五龙一回（475）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
五龙二回（487）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光国一回（454）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光国二回（459）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光山线（461）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光岩一回（453）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光岩三回（463）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光岩二回（458）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光明一回（452）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光明三回（454）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光明二回（453）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光明四回（462）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
光高线（459）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
凉响线（459）,18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
凉甘线（458）,18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
凉青线（456）,18.542048,27.760927,457.85345,1270.3772,366,ssp126,ACCESS-CM2,2024
凉风线（454）,18.542048,27.760927,457.85345,1270.3772,366,ssp126,ACCESS-CM2,2024
凉高线（453）,18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
北山一回（453）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
北山三回（455）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
北山二回（454）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
北山五回（458）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
北山四回（457）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
北清一回(459),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
北清二回(461),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
医专一回（476）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
双走线（451）,17.02447,26.200293,287.32376,1525.6339,366,ssp126,ACCESS-CM2,2024
双龙线（455）,17.02447,26.200293,287.32376,1525.6339,366,ssp126,ACCESS-CM2,2024
古化线(456),18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
古国线(462),18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
古沙线(454),18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
古瑞二回(464),18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
古瑞线(455),18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
古铁线(458),18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
后关线（461）,18.73315,28.020489,490.88718,1253.03,366,ssp126,ACCESS-CM2,2024
后桥线（455）,17.965553,27.213123,395.19708,1374.9174,366,ssp126,ACCESS-CM2,2024
后紫线（462）,18.73315,28.020489,490.88718,1253.03,366,ssp126,ACCESS-CM2,2024
后铁线（454）,18.73315,28.020489,490.88718,1253.03,366,ssp126,ACCESS-CM2,2024
周医一回(464),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
周医二回(468),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
周家坝一回(456),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
周柳线(452),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
周铁一回(459),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
壤杨线（456）,18.542048,27.760927,457.85345,1270.3772,366,ssp126,ACCESS-CM2,2024
壤武线（453）,18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
壤武线（457）,18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
壤渡线（454）,18.542048,27.760927,457.85345,1270.3772,366,ssp126,ACCESS-CM2,2024
壤电线（458）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大三一回（456）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大三二回（478）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大医线（453）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大周线(451),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大安二回（459）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大安线（461）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大新二回（467）,18.542048,27.760927,457.85345,1270.3772,366,ssp126,ACCESS-CM2,2024
大桥一回（466）,18.542048,27.760927,457.85345,1270.3772,366,ssp126,ACCESS-CM2,2024
大桥三回（455）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大桥二回（462）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大桥四回（468）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大铁线（469）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
大高线（477）,18.542048,27.760927,457.85345,1270.3772,366,ssp126,ACCESS-CM2,2024
太九一回（464）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太九二回（469）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太九线（459）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太双一回（467）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太双三回（463）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太双二回（462）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太塘一回（468）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太塘二回（471）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太山一回（466）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太山二回（456）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太水一回（461）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太水二回（455）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太福二回（472）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太禾线（458）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
太金线（457）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
宁凉线（457）,18.73553,28.00265,485.59784,1245.9897,366,ssp126,ACCESS-CM2,2024
小周线(452),18.575047,27.775187,462.72324,1263.7368,366,ssp126,ACCESS-CM2,2024
平升一回（455）,17.965553,27.213123,395.19708,1374.9174,366,ssp126,ACCESS-CM2,2024
平升二回（459）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
平登线（458）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
平贝线（456）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
平铁线（457）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映周线(451),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映天一回(455),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映天三回(466),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映天二回(468),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映平线（453）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映水线(472),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映流三回(454),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映流二回(473),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映流线(453),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映申线(474),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映登线(452),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映祥线(471),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
映龙二回(469),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
未来城一回（459）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
未来城二回（477）,18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
枇杷坪一回(457),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
枇杷坪七回(468),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
枇杷坪三回(465),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
枇杷坪二回(458),18.393972,27.612562,441.5458,1297.3267,366,ssp126,ACCESS-CM2,2024
