line_name,raw_annual_mean_c,raw_jas_mean_c,raw_cdd24,raw_hdd18,raw_days,scenario,model,year,pattern,downscaled_annual_mean_c,downscaled_jas_mean_c,downscaled_cdd24,downscaled_hdd18,downscaled_days,downscaled_minus_raw_c
申安二回(478),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
申明线(458),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
申污线(488),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,0.6223504595128766
申湖线(455),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,-2.869744033341508
申玉线(467),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.568088725732157,28.727547337061004,510.48702751794605,1282.6258676220684,365,-0.620189472510031
申筑一回(474),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
申筑二回(456),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
申纺一回(482),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,-2.869744033341508
申纺三回(479),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,-2.869744033341508
申纺二回(481),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,-2.869744033341508
申萃一回(477),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
申萃二回(462),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
申运线(486),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,0.6223504595128766
申铁一回(461),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 3,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,-2.869744033341508
申铁二回(465),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,-2.869744033341508
申飞一回（471),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
申飞二回(473),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
白双线（457）,19.393068,29.111565,635.28345,1162.8948,365,ssp126,ACCESS-CM2,2050,Pattern 1,17.8780738694641,27.988521211136533,422.9486633954067,1395.2848044560224,365,-1.5149944441345333
白土线（454）,17.331213,26.940859,363.191,1502.3629,365,ssp126,ACCESS-CM2,2050,Pattern 1,15.77320972599664,25.43130386222501,196.27777449806422,1740.7550826745874,365,-1.5580032714398833
白地线（453）,17.331213,26.940859,363.191,1502.3629,365,ssp126,ACCESS-CM2,2050,Pattern 3,16.917995437981443,26.84048577651491,312.64527289234655,1552.617137062507,365,-0.4132175594550809
白大线（459）,19.393068,29.111565,635.28345,1162.8948,365,ssp126,ACCESS-CM2,2050,Pattern 1,17.8780738694641,27.988521211136533,422.9486633954067,1395.2848044560224,365,-1.5149944441345333
白太线（456）,19.393068,29.111565,635.28345,1162.8948,365,ssp126,ACCESS-CM2,2050,Pattern 1,16.823098111387676,26.758945787388488,303.85938959364034,1568.270758551104,365,-2.569970202210957
白恒一回（458）,17.331213,26.940859,363.191,1502.3629,365,ssp126,ACCESS-CM2,2050,Pattern 1,15.680286268153198,25.38379096317942,191.5376714716012,1766.2209109982477,365,-1.6509267292833254
白普线（455）,17.331213,26.940859,363.191,1502.3629,365,ssp126,ACCESS-CM2,2050,Pattern 3,15.77320972599664,25.43130386222501,196.27777449806422,1740.7550826745874,365,-1.5580032714398833
白石线（455）,19.393068,29.111565,635.28345,1162.8948,365,ssp126,ACCESS-CM2,2050,Pattern 2,17.8780738694641,27.988521211136533,422.9486633954067,1395.2848044560224,365,-1.5149944441345333
白羊线（453）,19.393068,29.111565,635.28345,1162.8948,365,ssp126,ACCESS-CM2,2050,Pattern 2,17.8780738694641,27.988521211136533,422.9486633954067,1395.2848044560224,365,-1.5149944441345333
相化线（321）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
相安线（453）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,0.6223504595128766
相思线（451）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
相柱线（454）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
相鹿线（452）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
立苇一回（451）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 1,16.55973006061063,26.36325419727895,269.880930203309,1605.1996663816346,365,-1.2696289939548002
立苇三回（453）,19.393068,29.111565,635.28345,1162.8948,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.01705627438648,28.092120067325077,434.93741510222856,1364.0700349223584,365,-1.3760120392121529
立苇二回（452）,19.393068,29.111565,635.28345,1162.8948,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.01705627438648,28.092120067325077,434.93741510222856,1364.0700349223584,365,-1.3760120392121529
红沙一回(459),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,0.6223504595128766
红沙二回(461),19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,19.35374019464381,29.633918911185205,628.2281981503758,1163.0627483244632,365,0.1654619964016213
罗中线（459）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 3,16.60932096849334,26.384053510444975,270.4252961650192,1597.574861020802,365,-1.2200380860720905
罗田线（451）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 1,15.005940209313502,24.552695195484958,134.39421667412986,1882.508551179798,365,-2.8234188452519273
罗电线（456),17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 3,15.005940209313502,24.552695195484958,134.39421667412986,1882.508551179798,365,-2.8234188452519273
罗铁线（322）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 1,15.005940209313502,24.552695195484958,134.39421667412986,1882.508551179798,365,-2.8234188452519273
罗马线（458）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 2,15.005940209313502,24.552695195484958,134.39421667412986,1882.508551179798,365,-2.8234188452519273
腾高二回（474）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
走中线（454）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,17.121657660870348,26.935283453494396,320.99802560129046,1508.1368816115996,365,-2.2031504598571914
走马线（453）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,16.753173473878604,26.519901082318512,282.4103058578805,1568.1835869821446,365,-2.571634646848935
赶场线（452）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 1,17.995698774411625,28.07405476155365,437.4192168263787,1379.4482819454715,365,0.16633971984619578
重啤线（466）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,17.99274991531003,28.068612955023422,433.9310294368739,1371.0863517869955,365,-1.195528282932159
金管一回（466）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
金管三回（463）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
金管二回（465）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
钢厂三回（456）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
钢厂二回（455）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
长坝线（452）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 1,17.995698774411625,28.07405476155365,437.4192168263787,1379.4482819454715,365,0.16633971984619578
长坪线（457）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
长大线（459）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
长天线（453）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
长开线（461）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
长戒线（452）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
长楼线（457）,19.393068,29.111565,635.28345,1162.8948,365,ssp126,ACCESS-CM2,2050,Pattern 2,16.823098111387676,26.758945787388488,303.85938959364034,1568.270758551104,365,-2.569970202210957
长永线（455）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,17.26383197219041,27.325292895615977,359.3555266981219,1504.6402058025592,365,-1.9244462260517778
长河线（461）,19.393068,29.111565,635.28345,1162.8948,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.01705627438648,28.092120067325077,434.93741510222856,1364.0700349223584,365,-1.3760120392121529
长流线（454）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
长消线（456）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 2,17.995698774411625,28.07405476155365,437.4192168263787,1379.4482819454715,365,0.16633971984619578
长滩线（459）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 2,17.995698774411625,28.07405476155365,437.4192168263787,1379.4482819454715,365,0.16633971984619578
长玉线（462）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 2,17.995698774411625,28.07405476155365,437.4192168263787,1379.4482819454715,365,0.16633971984619578
长电线（456）,19.188278,28.909948,610.40564,1198.9642,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,-0.4721199824889979
长茨线（458）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 2,17.995698774411625,28.07405476155365,437.4192168263787,1379.4482819454715,365,0.16633971984619578
长衡线（458）,19.393068,29.111565,635.28345,1162.8948,365,ssp126,ACCESS-CM2,2050,Pattern 1,18.01705627438648,28.092120067325077,434.93741510222856,1364.0700349223584,365,-1.3760120392121529
长高二回（453）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 1,17.995698774411625,28.07405476155365,437.4192168263787,1379.4482819454715,365,0.16633971984619578
龙代线（451）,16.625978,26.15503,288.97137,1626.3418,365,ssp126,ACCESS-CM2,2050,Pattern 1,15.83845967121369,25.349199549578984,189.42298569706327,1714.562388453173,365,-0.7875187986349435
龙医一回（458）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 2,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙医二回（469）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 2,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙恒线（456）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 3,15.913671270268702,25.675992883434173,214.25096770598853,1729.9362911992698,365,-1.9156877842967273
龙新线（452）,16.625978,26.15503,288.97137,1626.3418,365,ssp126,ACCESS-CM2,2050,Pattern 3,18.2913863921536,28.255116109071068,455.7984802275216,1309.638045191473,365,1.6654079223049685
龙梨线（458）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 1,15.913671270268702,25.675992883434173,214.25096770598853,1729.9362911992698,365,-1.9156877842967273
龙渝线（467）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 2,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙燕线（453）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 3,18.298967838515704,28.312810576769635,462.269621631463,1314.6065871038716,365,-1.0258402822118349
龙电一回（478）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙电二回（479）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙电线（457）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 1,17.582904994424545,27.536419473403107,378.51651762830636,1435.6547387139512,365,-0.24645406014088422
龙相一回（451）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙相三回（454）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 2,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙相二回（472）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙相四回（471）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙石一回（452）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 2,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙石二回（473）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 2,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙腾一回（477),19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,0.3876284633359397
龙腾三回（476）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,0.3876284633359397
龙腾二回（462）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,-0.2735184144682101
龙腾五回（459）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,0.3876284633359397
龙腾四回（461）,19.324808,28.968176,622.72485,1171.2073,365,ssp126,ACCESS-CM2,2050,Pattern 1,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,0.3876284633359397
龙驹二回（461）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 2,17.742051341478643,27.756743022199963,403.7274187227731,1418.3309189380032,365,-0.08730771308678698
龙驹线（453）,17.82936,27.448757,422.4695,1417.123,365,ssp126,ACCESS-CM2,2050,Pattern 1,15.664064419385586,25.37834384052552,192.16111216097917,1769.0038339658856,365,-2.165294635179844
龙高线（454）,16.625978,26.15503,288.97137,1626.3418,365,ssp126,ACCESS-CM2,2050,Pattern 1,15.83845967121369,25.349199549578984,189.42298569706327,1714.562388453173,365,-0.7875187986349435
万书线（462）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
万利高速（457）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,-0.4443068838204134
万复线（467）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
万州桥四回（454）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
万永线（463）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,19.07129130499156,28.884232639037183,540.3534860181693,1131.6291272338228,365,-0.5923763738414465
万滨一回（459）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
万滨二回（461）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
三铁二回（462）,19.224812,28.512981,568.6201,1178.6984,365,ssp126,ACCESS-CM2,2090,Pattern 1,19.216301893773334,28.99625053373364,557.299133672583,1112.8110143430358,365,-0.008509660181744039
三高线（461）,19.224812,28.512981,568.6201,1178.6984,365,ssp126,ACCESS-CM2,2090,Pattern 2,19.216301893773334,28.99625053373364,557.299133672583,1112.8110143430358,365,-0.008509660181744039
五乐线（442）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五俪一回（477）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五俪二回（482）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,18.49595249456943,28.225298256999594,455.69010436819696,1205.9834905328105,365,-1.167715184263578
五友线（488）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,18.49595249456943,28.225298256999594,455.69010436819696,1205.9834905328105,365,-1.167715184263578
五星二回（481）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,18.49595249456943,28.225298256999594,455.69010436819696,1205.9834905328105,365,-1.167715184263578
五桥一回（462）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五桥三回（461）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五桥二回（479）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,18.49595249456943,28.225298256999594,455.69010436819696,1205.9834905328105,365,-1.167715184263578
五桥五回（472）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五桥六回（485）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五桥四回（467）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五水一回（441）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五水二回（465）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五汇线（463）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五联一回（469）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五联三回（484）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五联二回（471）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五茂一回（478）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五药线（456）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,18.49595249456943,28.225298256999594,455.69010436819696,1205.9834905328105,365,-1.167715184263578
五郦三回（483）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五长线（454）,19.855198,29.152725,653.4107,1069.0575,365,ssp126,ACCESS-CM2,2090,Pattern 2,18.510277024332968,28.255682628739336,457.27380276212136,1199.1372725551817,365,-1.3449208821611727
五长线（455）,19.855198,29.152725,653.4107,1069.0575,365,ssp126,ACCESS-CM2,2090,Pattern 2,18.510277024332968,28.255682628739336,457.27380276212136,1199.1372725551817,365,-1.3449208821611727
五陆线（459）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,18.49595249456943,28.225298256999594,455.69010436819696,1205.9834905328105,365,-1.167715184263578
五陈线（458）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
五雄线（476）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,18.49595249456943,28.225298256999594,455.69010436819696,1205.9834905328105,365,-1.167715184263578
五龙一回（475）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,18.49595249456943,28.225298256999594,455.69010436819696,1205.9834905328105,365,-1.167715184263578
五龙二回（487）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,18.49595249456943,28.225298256999594,455.69010436819696,1205.9834905328105,365,-1.167715184263578
光国一回（454）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
光国二回（459）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
光山线（461）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
光岩一回（453）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
光岩三回（463）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
光岩二回（458）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,20.313831237014472,30.343394799078254,729.3569449980524,972.5171919723022,365,0.6501635581814647
光明一回（452）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,-0.4443068838204134
光明三回（454）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 1,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,-0.4443068838204134
光明二回（453）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,-0.4443068838204134
光明四回（462）,19.663668,28.95122,627.0913,1104.081,365,ssp126,ACCESS-CM2,2090,Pattern 2,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,-0.4443068838204134
