line_name,pattern,downscaled_annual_mean_c,downscaled_jas_mean_c,downscaled_cdd24,downscaled_hdd18,downscaled_days,scenario,model,year
双走线（451）,Pattern 1,17.582904994424545,27.536419473403107,378.51651762830636,1435.6547387139512,365,ssp126,ACCESS-CM2,2050
双龙线（455）,Pattern 2,17.582904994424545,27.536419473403107,378.51651762830636,1435.6547387139512,365,ssp126,ACCESS-CM2,2050
古化线(456),Pattern 1,18.6594370670012,28.688980352011693,510.2838466173654,1255.6705615802011,365,ssp126,ACCESS-CM2,2050
古国线(462),Pattern 1,18.6594370670012,28.688980352011693,510.2838466173654,1255.6705615802011,365,ssp126,ACCESS-CM2,2050
古沙线(454),Pattern 2,18.6594370670012,28.688980352011693,510.2838466173654,1255.6705615802011,365,ssp126,ACCESS-CM2,2050
古瑞二回(464),Pattern 1,18.6594370670012,28.688980352011693,510.2838466173654,1255.6705615802011,365,ssp126,ACCESS-CM2,2050
古瑞线(455),Pattern 1,18.6594370670012,28.688980352011693,510.2838466173654,1255.6705615802011,365,ssp126,ACCESS-CM2,2050
古铁线(458),Pattern 2,18.6594370670012,28.688980352011693,510.2838466173654,1255.6705615802011,365,ssp126,ACCESS-CM2,2050
后关线（461）,Pattern 1,17.958335909299784,27.95914970021161,428.1037076044798,1378.449958290876,365,ssp126,ACCESS-CM2,2050
后桥线（455）,Pattern 2,16.776288081685852,26.64433282852945,296.0618047792193,1577.4677885490478,365,ssp126,ACCESS-CM2,2050
后紫线（462）,Pattern 1,17.05682394850565,26.91030094115887,323.4028041732439,1527.6068364502732,365,ssp126,ACCESS-CM2,2050
后铁线（454）,Pattern 1,18.387793805429315,28.401684935353,476.65304278847486,1301.0154415787829,365,ssp126,ACCESS-CM2,2050
周医一回(464),Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
周医二回(468),Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
周家坝一回(456),Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
周柳线(452),Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
周铁一回(459),Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
壤杨线（456）,Pattern 2,19.079604069341823,29.19985694615486,571.0572033246399,1190.3198195675805,365,ssp126,ACCESS-CM2,2050
壤武线（453）,Pattern 2,18.6594370670012,28.688980352011693,510.2838466173654,1255.6705615802011,365,ssp126,ACCESS-CM2,2050
壤武线（457）,Pattern 2,18.6594370670012,28.688980352011693,510.2838466173654,1255.6705615802011,365,ssp126,ACCESS-CM2,2050
壤渡线（454）,Pattern 1,19.079604069341823,29.19985694615486,571.0572033246399,1190.3198195675805,365,ssp126,ACCESS-CM2,2050
壤电线（458）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
大三一回（456）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
大三二回（478）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
大医线（453）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
大周线(451),Pattern 2,19.35374019464381,29.633918911185205,628.2281981503758,1163.0627483244632,365,ssp126,ACCESS-CM2,2050
大安二回（459）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
大安线（461）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
大新二回（467）,Pattern 1,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,ssp126,ACCESS-CM2,2050
大桥一回（466）,Pattern 2,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,ssp126,ACCESS-CM2,2050
大桥三回（455）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
大桥二回（462）,Pattern 2,17.99274991531003,28.068612955023422,433.9310294368739,1371.0863517869955,365,ssp126,ACCESS-CM2,2050
大桥四回（468）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
大铁线（469）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
大高线（477）,Pattern 1,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,ssp126,ACCESS-CM2,2050
太九一回（464）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太九二回（469）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太九线（459）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太双一回（467）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太双三回（463）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太双二回（462）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太塘一回（468）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太塘二回（471）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太山一回（466）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太山二回（456）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太水一回（461）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太水二回（455）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太福二回（472）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太禾线（458）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
太金线（457）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
宁凉线（457）,Pattern 1,18.033726583437282,28.015914464495168,433.0337378392369,1361.5474973165603,365,ssp126,ACCESS-CM2,2050
小周线(452),Pattern 1,19.378046553720264,29.657426023486863,628.8381345920698,1157.751361087625,365,ssp126,ACCESS-CM2,2050
平升一回（455）,Pattern 1,18.703115732754473,28.84643884235468,527.3752377487671,1259.1392406409211,365,ssp126,ACCESS-CM2,2050
平升二回（459）,Pattern 1,18.568088725732157,28.727547337061004,510.48702751794605,1282.6258676220684,365,ssp126,ACCESS-CM2,2050
平登线（458）,Pattern 1,18.568088725732157,28.727547337061004,510.48702751794605,1282.6258676220684,365,ssp126,ACCESS-CM2,2050
平贝线（456）,Pattern 1,18.568088725732157,28.727547337061004,510.48702751794605,1282.6258676220684,365,ssp126,ACCESS-CM2,2050
平铁线（457）,Pattern 2,18.568088725732157,28.727547337061004,510.48702751794605,1282.6258676220684,365,ssp126,ACCESS-CM2,2050
映周线(451),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
映天一回(455),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
映天三回(466),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
映天二回(468),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
映平线（453）,Pattern 1,18.568088725732157,28.727547337061004,510.48702751794605,1282.6258676220684,365,ssp126,ACCESS-CM2,2050
映水线(472),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
映流三回(454),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
映流二回(473),Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
映流线(453),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
映申线(474),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
映登线(452),Pattern 1,18.568088725732157,28.727547337061004,510.48702751794605,1282.6258676220684,365,ssp126,ACCESS-CM2,2050
映祥线(471),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
映龙二回(469),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
未来城一回（459）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
未来城二回（477）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
枇杷坪一回(457),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
枇杷坪七回(468),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
枇杷坪三回(465),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
枇杷坪二回(458),Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
枇杷坪六回(467),Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
枇杷坪四回(464),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
枇海线(456),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
枇滨线(463),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
枇睿线(462),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
枇附线(455),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
桥高三回（473）,Pattern 1,18.568088725732157,28.727547337061004,510.48702751794605,1282.6258676220684,365,ssp126,ACCESS-CM2,2050
桥高二回（472）,Pattern 1,18.568088725732157,28.727547337061004,510.48702751794605,1282.6258676220684,365,ssp126,ACCESS-CM2,2050
武陵一回（456）,Pattern 2,18.497116705251994,28.498769576753833,485.64399135959127,1278.1697050314233,365,ssp126,ACCESS-CM2,2050
武黄线（455）,Pattern 2,18.298967838515704,28.312810576769635,462.269621631463,1314.6065871038716,365,ssp126,ACCESS-CM2,2050
江万线（484）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江东线（445）,Pattern 1,17.99274991531003,28.068612955023422,433.9310294368739,1371.0863517869955,365,ssp126,ACCESS-CM2,2050
江体一回（465）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江体二回（466）,Pattern 3,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江山一回（458）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江山二回（476）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江恒线（456）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江星线（486）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江泉一回（456）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江泉一回（478）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江牌线（464）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江电线（474）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江盐线(463),Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江科一回（457）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江科三回（482）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江移线（467）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江维二回（473）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江观三回（479）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江观二回（454）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江观线（462）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江越线（475）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江都线（481）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
江高线（461）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
油小线（466）,Pattern 1,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,ssp126,ACCESS-CM2,2050
油新一回（482）,Pattern 2,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,ssp126,ACCESS-CM2,2050
油沙一回（472）,Pattern 1,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,ssp126,ACCESS-CM2,2050
油沙二回487,Pattern 2,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,ssp126,ACCESS-CM2,2050
油源线（469）,Pattern 2,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,ssp126,ACCESS-CM2,2050
油玉线（478）,Pattern 1,16.753173473878604,26.519901082318512,282.4103058578805,1568.1835869821446,365,ssp126,ACCESS-CM2,2050
油盐线（479）,Pattern 1,16.753173473878604,26.519901082318512,282.4103058578805,1568.1835869821446,365,ssp126,ACCESS-CM2,2050
油茨一回（467）,Pattern 2,16.55973006061063,26.36325419727895,269.880930203309,1605.1996663816346,365,ssp126,ACCESS-CM2,2050
油茨二回（481）,Pattern 1,16.537087475587818,26.34509225774091,268.543329014541,1613.281345930171,365,ssp126,ACCESS-CM2,2050
油铁一回（483）,Pattern 1,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,ssp126,ACCESS-CM2,2050
油铁二回（471）,Pattern 1,19.71243658406348,29.883689542808774,662.5925680455767,1089.1770232592128,365,ssp126,ACCESS-CM2,2050
油高线（473）,Pattern 1,16.753173473878604,26.519901082318512,282.4103058578805,1568.1835869821446,365,ssp126,ACCESS-CM2,2050
清云一回（476）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清医一回（451）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清寰线（466）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清永线（468）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清沙线（455）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清泉一回（453）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清泉三回（477）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清泉二回（452）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清泉五回（467）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清泉六回（472）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清泉四回（478）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清牌一回（474）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清瑞线（454）,Pattern 3,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清电线（458）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清胜线（459）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清达三回（465）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清达二回（469）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
清鑫线（466）,Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
瀼河线（457）,Pattern 2,19.079604069341823,29.19985694615486,571.0572033246399,1190.3198195675805,365,ssp126,ACCESS-CM2,2050
熊园一回(453),Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
熊园二回(467),Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
熊家一回(465),Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
熊家二回(466),Pattern 2,19.35374019464381,29.633918911185205,628.2281981503758,1163.0627483244632,365,ssp126,ACCESS-CM2,2050
熊铁一回(456),Pattern 1,19.35374019464381,29.633918911185205,628.2281981503758,1163.0627483244632,365,ssp126,ACCESS-CM2,2050
申凤线(464),Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申化线(451),Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,ssp126,ACCESS-CM2,2050
申叶线(459),Pattern 3,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申周线(457),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
申园二回(463),Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,ssp126,ACCESS-CM2,2050
申园线(487),Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申城线(468),Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,ssp126,ACCESS-CM2,2050
申大线(469）,Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申安一回(483),Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,ssp126,ACCESS-CM2,2050
申安二回(478),Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申明线(458),Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申污线(488),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
申湖线(455),Pattern 2,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,ssp126,ACCESS-CM2,2050
申玉线(467),Pattern 2,18.568088725732157,28.727547337061004,510.48702751794605,1282.6258676220684,365,ssp126,ACCESS-CM2,2050
申筑一回(474),Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申筑二回(456),Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申纺一回(482),Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,ssp126,ACCESS-CM2,2050
申纺三回(479),Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,ssp126,ACCESS-CM2,2050
申纺二回(481),Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,ssp126,ACCESS-CM2,2050
申萃一回(477),Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申萃二回(462),Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申运线(486),Pattern 2,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
申铁一回(461),Pattern 3,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,ssp126,ACCESS-CM2,2050
申铁二回(465),Pattern 1,16.31853416490068,26.152318706774963,253.43840222955862,1655.938300826458,365,ssp126,ACCESS-CM2,2050
申飞一回（471),Pattern 2,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
申飞二回(473),Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
白双线（457）,Pattern 1,17.8780738694641,27.988521211136533,422.9486633954067,1395.2848044560224,365,ssp126,ACCESS-CM2,2050
白土线（454）,Pattern 1,15.77320972599664,25.43130386222501,196.27777449806422,1740.7550826745874,365,ssp126,ACCESS-CM2,2050
白地线（453）,Pattern 3,16.917995437981443,26.84048577651491,312.64527289234655,1552.617137062507,365,ssp126,ACCESS-CM2,2050
白大线（459）,Pattern 1,17.8780738694641,27.988521211136533,422.9486633954067,1395.2848044560224,365,ssp126,ACCESS-CM2,2050
白太线（456）,Pattern 1,16.823098111387676,26.758945787388488,303.85938959364034,1568.270758551104,365,ssp126,ACCESS-CM2,2050
白恒一回（458）,Pattern 1,15.680286268153198,25.38379096317942,191.5376714716012,1766.2209109982477,365,ssp126,ACCESS-CM2,2050
白普线（455）,Pattern 3,15.77320972599664,25.43130386222501,196.27777449806422,1740.7550826745874,365,ssp126,ACCESS-CM2,2050
白石线（455）,Pattern 2,17.8780738694641,27.988521211136533,422.9486633954067,1395.2848044560224,365,ssp126,ACCESS-CM2,2050
白羊线（453）,Pattern 2,17.8780738694641,27.988521211136533,422.9486633954067,1395.2848044560224,365,ssp126,ACCESS-CM2,2050
相化线（321）,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,ssp126,ACCESS-CM2,2050
相安线（453）,Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
相思线（451）,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,ssp126,ACCESS-CM2,2050
相柱线（454）,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,ssp126,ACCESS-CM2,2050
相鹿线（452）,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,ssp126,ACCESS-CM2,2050
立苇一回（451）,Pattern 1,16.55973006061063,26.36325419727895,269.880930203309,1605.1996663816346,365,ssp126,ACCESS-CM2,2050
立苇三回（453）,Pattern 2,18.01705627438648,28.092120067325077,434.93741510222856,1364.0700349223584,365,ssp126,ACCESS-CM2,2050
立苇二回（452）,Pattern 2,18.01705627438648,28.092120067325077,434.93741510222856,1364.0700349223584,365,ssp126,ACCESS-CM2,2050
红沙一回(459),Pattern 1,19.810628657755064,30.18670949710208,697.7003182621887,1093.4011362361925,365,ssp126,ACCESS-CM2,2050
红沙二回(461),Pattern 2,19.35374019464381,29.633918911185205,628.2281981503758,1163.0627483244632,365,ssp126,ACCESS-CM2,2050
罗中线（459）,Pattern 3,16.60932096849334,26.384053510444975,270.4252961650192,1597.574861020802,365,ssp126,ACCESS-CM2,2050
罗田线（451）,Pattern 1,15.005940209313502,24.552695195484958,134.39421667412986,1882.508551179798,365,ssp126,ACCESS-CM2,2050
罗电线（456),Pattern 3,15.005940209313502,24.552695195484958,134.39421667412986,1882.508551179798,365,ssp126,ACCESS-CM2,2050
罗铁线（322）,Pattern 1,15.005940209313502,24.552695195484958,134.39421667412986,1882.508551179798,365,ssp126,ACCESS-CM2,2050
罗马线（458）,Pattern 2,15.005940209313502,24.552695195484958,134.39421667412986,1882.508551179798,365,ssp126,ACCESS-CM2,2050
腾高二回（474）,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,ssp126,ACCESS-CM2,2050
走中线（454）,Pattern 1,17.121657660870348,26.935283453494396,320.99802560129046,1508.1368816115996,365,ssp126,ACCESS-CM2,2050
走马线（453）,Pattern 1,16.753173473878604,26.519901082318512,282.4103058578805,1568.1835869821446,365,ssp126,ACCESS-CM2,2050
赶场线（452）,Pattern 1,17.995698774411625,28.07405476155365,437.4192168263787,1379.4482819454715,365,ssp126,ACCESS-CM2,2050
重啤线（466）,Pattern 1,17.99274991531003,28.068612955023422,433.9310294368739,1371.0863517869955,365,ssp126,ACCESS-CM2,2050
金管一回（466）,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,ssp126,ACCESS-CM2,2050
金管三回（463）,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,ssp126,ACCESS-CM2,2050
金管二回（465）,Pattern 1,19.05128970625933,29.204996713045716,571.4066169212638,1199.563184071947,365,ssp126,ACCESS-CM2,2050
钢厂三回（456）,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
钢厂二回（455）,Pattern 1,18.71615821575319,28.94243300878467,534.5998320335214,1260.5771540811172,365,ssp126,ACCESS-CM2,2050
